FO,GEO,L,Lc,Lext,M,MUL,Rsh_c_n,Rsh_c_p,Rsh_ext_n,Rsh_ext_p,V_dd,V_th,W,a,beta_p_n,eps_cap,eps_semi,k_gate,mD_fac,mu_eff_n,mu_eff_p,rho_c_n,rho_c_p,tox,tsemi,C_load,C_par,C_wire,Edynamic,I_sub,I_tunnel,Ieff,Ioff,Lscale,NM_H,NM_L,Pstatic,R_avg_inv,R_wire,V_IH,V_IL,V_OH,V_OL,V_th_eff,area,config_hash,dVt,delay,delta,eot,n0,noise_margin,ring_oscillator_delay,slope_at_crossing
4.0,2.0,1.58e-08,1e-08,5e-09,2.0,1.0,50.0,50.0,500.0,500.0,0.1,0.618,1.58e-08,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,1.02e-16,6.91e-18,1.4e-17,1.23e-08,3.05e-12,9.81e-33,2.89e-11,1.52e-12,3.69e-09,0.0378,0.0274,1.52e-13,3470000000.0,25.3,0.0607,0.0301,0.0985,0.00271,0.49,1.13e-15,43619,0.116,426.0,0.116,6.180000000000001e-21,1.3,0.0274,0.0,-3.82
4.0,2.0,1.58e-08,4e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.1,0.618,1.58e-08,0.5,1.5,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,2.31e-17,2.16e-18,1.4e-17,3.93e-09,1.84e-08,3.0100000000000002e-86,3.69e-08,9.2e-09,6.49e-09,0.0115,0.0233,9.2e-10,2710000.0,25.3,0.0688,0.0368,0.0803,0.0135,0.319,3.79e-15,43614,0.272,0.106,0.272,3.96e-20,2.19,0.0115,0.0,-1.57
4.0,2.0,1.58e-08,4e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.1,0.618,1.58e-08,0.5,1.5,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,3.17e-17,4.32e-18,1.4e-17,5.01e-09,1.84e-08,3.0100000000000002e-86,3.69e-08,9.2e-09,6.49e-09,0.0115,0.0233,9.2e-10,2710000.0,25.3,0.0688,0.0368,0.0803,0.0135,0.319,3e-15,43613,0.272,0.136,0.272,3.96e-20,2.19,0.0115,0.0,-1.57
4.0,2.0,1.58e-08,1e-08,2e-08,2.0,2.0,50.0,50.0,500.0,500.0,0.1,0.9,1.58e-08,0.5,1.5,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,4.62e-17,4.32e-18,1.4e-17,6.45e-09,3.53e-10,3.98e-17,9.46e-10,1.76e-10,6.49e-09,0.0175,0.0275,1.76e-11,106000000.0,25.3,0.0706,0.0358,0.0881,0.00837,0.601,2.6e-15,43545,0.272,6.82,0.272,3.96e-20,2.19,0.0175,0.0,-1.89
4.0,2.0,1.58e-08,2e-08,2e-08,2.0,2.0,50.0,50.0,500.0,500.0,0.1,0.9,1.58e-08,0.5,1.5,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,4.62e-17,4.32e-18,1.4e-17,6.45e-09,3.52e-10,3.98e-17,9.49e-10,1.76e-10,6.49e-09,0.0176,0.0275,1.76e-11,105000000.0,25.3,0.0706,0.0358,0.0882,0.00833,0.601,3e-15,43613,0.272,6.8,0.272,3.96e-20,2.19,0.0176,0.0,-1.9
4.0,2.0,1.58e-08,4e-08,2e-08,2.0,2.0,50.0,50.0,500.0,500.0,0.1,0.9,1.58e-08,0.5,1.5,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,4.62e-17,4.32e-18,1.4e-17,6.45e-09,3.52e-10,3.98e-17,9.5e-10,1.76e-10,6.49e-09,0.0176,0.0275,1.76e-11,105000000.0,25.3,0.0706,0.0358,0.0882,0.00831,0.601,3.79e-15,43542,0.272,6.79,0.272,3.96e-20,2.19,0.0176,0.0,-1.9
4.0,2.0,1.58e-08,2e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.1,0.9,1.58e-08,0.5,1.5,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,9.46e-09,8.55e-09,6.11e-17,4.32e-18,1.4e-17,7.95e-09,1.83e-09,1.9199999999999997e-52,3.95e-09,9.15e-10,7.42e-09,0.0107,0.0265,9.15e-11,25300000.0,25.3,0.0711,0.0375,0.0817,0.011,0.561,2.21e-15,43597,0.308,2.01,0.308,1.31e-20,2.6,0.0107,0.0,-1.64
4.0,2.0,1.58e-08,4e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.1,0.9,1.58e-08,0.5,1.5,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,9.46e-09,8.55e-09,5.25e-17,2.16e-18,1.4e-17,6.87e-09,1.83e-09,1.9199999999999997e-52,3.99e-09,9.15e-10,7.42e-09,0.0113,0.0265,9.15e-11,25100000.0,25.3,0.0711,0.0373,0.0824,0.0108,0.561,3.79e-15,43566,0.308,1.72,0.308,1.31e-20,2.6,0.0113,0.0,-1.65
4.0,2.0,1.58e-08,2e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.1,0.9,1.58e-08,0.5,1.5,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,9.46e-09,8.55e-09,5.25e-17,2.16e-18,1.4e-17,6.87e-09,1.83e-09,1.9199999999999997e-52,3.95e-09,9.15e-10,7.42e-09,0.0107,0.0265,9.15e-11,25300000.0,25.3,0.0711,0.0375,0.0817,0.011,0.561,3e-15,43564,0.308,1.74,0.308,1.31e-20,2.6,0.0107,0.0,-1.64
4.0,2.0,1.58e-08,2e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.186,0.9,1.58e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,1.85e-17,1.73e-18,1.4e-17,6.37e-09,2.41e-10,1.2800000000000002e-32,2.16e-09,1.21e-10,6.49e-09,0.0689,0.0489,2.25e-11,86200000.0,25.3,0.115,0.0528,0.184,0.00394,0.577,2.4e-15,43544,0.272,2.95,0.272,3.96e-20,2.19,0.0489,0.0,-3.11
4.0,2.0,1.58e-08,1e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.186,0.9,1.58e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,1.85e-17,1.73e-18,1.4e-17,6.37e-09,2.41e-10,1.2800000000000002e-32,2.14e-09,1.21e-10,6.49e-09,0.0688,0.0488,2.25e-11,87100000.0,25.3,0.115,0.0529,0.184,0.00403,0.577,2.08e-15,43580,0.272,2.98,0.272,3.96e-20,2.19,0.0488,0.0,-3.11
4.0,2.0,1.58e-08,4e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.186,0.9,1.58e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,1.85e-17,1.73e-18,1.4e-17,6.37e-09,2.41e-10,1.2800000000000002e-32,2.17e-09,1.21e-10,6.49e-09,0.0689,0.0489,2.25e-11,85700000.0,25.3,0.115,0.0528,0.184,0.0039,0.577,3.03e-15,43601,0.272,2.93,0.272,3.96e-20,2.19,0.0489,0.0,-3.11
4.0,2.0,1.58e-08,1e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.186,0.9,1.58e-08,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,8.55e-09,8.81e-17,3.45e-18,1.4e-17,1.96e-08,9.65e-14,1.41e-15,4.23e-12,4.89e-14,4.51e-09,0.0731,0.0623,9.11e-15,44000000000.0,25.3,0.113,0.0629,0.186,0.000627,0.701,1.45e-15,43600,0.168,4640.0,0.168,6.180000000000001e-21,1.51,0.0623,0.0,-4.98
4.0,2.0,1.58e-08,1e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.186,0.9,1.58e-08,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,8.55e-09,8.11e-17,1.73e-18,1.4e-17,1.8e-08,9.65e-14,1.41e-15,4.23e-12,4.89e-14,4.51e-09,0.0731,0.0623,9.11e-15,44000000000.0,25.3,0.113,0.0629,0.186,0.000627,0.701,2.08e-15,43576,0.168,4260.0,0.168,6.180000000000001e-21,1.51,0.0623,0.0,-4.98
4.0,2.0,1.58e-08,4e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.291,1.58e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,5.87e-17,1.73e-18,1.4e-17,2.58e-08,1.66e-08,8.92e-35,7.39e-07,8.31e-09,3.15e-09,0.147,0.127,2.88e-09,468000.0,25.3,0.198,0.13,0.344,0.00283,0.182,3.03e-15,43557,0.0809,0.0349,0.0809,8.85e-21,1.19,0.127,0.0,-8.54
4.0,2.0,1.58e-08,1e-08,5e-09,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.618,1.58e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,7.94e-17,6.91e-18,1.4e-17,3.48e-08,4.33e-13,5.05e-24,8e-09,2.16e-13,3.15e-09,0.151,0.142,7.49e-14,43300000.0,25.3,0.195,0.142,0.346,1.36e-06,0.509,1.13e-15,3764096,0.0809,4.34,0.0809,8.85e-21,1.19,0.142,0.0,-11.3
4.0,2.0,1.58e-08,2e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.618,1.58e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,6.56e-17,3.45e-18,1.4e-17,2.88e-08,4.33e-13,5.05e-24,8.68e-09,2.16e-13,3.15e-09,0.151,0.142,7.49e-14,39900000.0,25.3,0.195,0.142,0.346,1.22e-06,0.509,1.76e-15,3764103,0.0809,3.31,0.0809,8.85e-21,1.19,0.142,0.0,-11.3
4.0,2.0,1.58e-08,2e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.618,1.58e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,5.87e-17,1.73e-18,1.4e-17,2.58e-08,4.33e-13,5.05e-24,8.68e-09,2.16e-13,3.15e-09,0.151,0.142,7.49e-14,39900000.0,25.3,0.195,0.142,0.346,1.23e-06,0.509,2.4e-15,3764135,0.0809,2.97,0.0809,8.85e-21,1.19,0.142,0.0,-11.3
4.0,2.0,1.58e-08,1e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.618,1.58e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,5.87e-17,1.73e-18,1.4e-17,2.58e-08,4.33e-13,5.05e-24,8e-09,2.16e-13,3.15e-09,0.151,0.142,7.49e-14,43300000.0,25.3,0.195,0.142,0.346,1.36e-06,0.509,2.08e-15,3764076,0.0809,3.22,0.0809,8.85e-21,1.19,0.142,0.0,-11.3
4.0,2.0,1.58e-08,1e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.618,1.58e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,6.56e-17,3.45e-18,1.4e-17,2.88e-08,4.33e-13,5.05e-24,8e-09,2.16e-13,3.15e-09,0.151,0.142,7.49e-14,43300000.0,25.3,0.195,0.142,0.346,1.36e-06,0.509,1.45e-15,3764084,0.0809,3.6,0.0809,8.85e-21,1.19,0.142,0.0,-11.3
4.0,2.0,1.58e-08,4e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.618,1.58e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,5.87e-17,1.73e-18,1.4e-17,2.58e-08,4.33e-13,5.05e-24,9.09e-09,2.16e-13,3.15e-09,0.151,0.142,7.49e-14,38100000.0,25.3,0.195,0.142,0.346,1.16e-06,0.509,3.03e-15,3764169,0.0809,2.84,0.0809,8.85e-21,1.19,0.142,0.0,-11.3
4.0,2.0,1.58e-08,4e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.618,1.58e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,3.14e-17,1.73e-18,1.4e-17,1.63e-08,1.75e-10,1.3300000000000001e-206,9.88e-08,8.76e-11,4.4e-09,0.14,0.127,3.04e-11,3510000.0,25.3,0.206,0.127,0.346,6.39e-05,0.401,3.03e-15,3764143,0.161,0.165,0.161,1.87e-20,1.48,0.127,0.0,-5.97
4.0,2.0,1.58e-08,2e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.618,1.58e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,3.14e-17,1.73e-18,1.4e-17,1.63e-08,1.75e-10,1.3300000000000001e-206,8.04e-08,8.77e-11,4.4e-09,0.14,0.127,3.04e-11,4310000.0,25.3,0.206,0.127,0.346,9.12e-05,0.401,2.4e-15,3764129,0.161,0.203,0.161,1.87e-20,1.48,0.127,0.0,-5.97
4.0,2.0,1.58e-08,1e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.618,1.58e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,3.14e-17,1.73e-18,1.4e-17,1.63e-08,1.75e-10,1.3300000000000001e-206,6.1e-08,8.77e-11,4.4e-09,0.14,0.127,3.04e-11,5670000.0,25.3,0.206,0.127,0.346,0.000146,0.401,2.08e-15,3764144,0.161,0.267,0.161,1.87e-20,1.48,0.127,0.0,-5.96
4.0,2.0,1.58e-08,1e-08,1e-08,2.0,2.0,50.0,50.0,500.0,500.0,0.346,0.9,1.58e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,7.66e-17,6.91e-18,1.4e-17,3.38e-08,2.13e-13,1.3e-17,4.41e-10,1.07e-13,4.4e-09,0.14,0.129,3.69e-14,785000000.0,25.3,0.207,0.129,0.346,1.6e-05,0.683,1.45e-15,3764098,0.161,76.6,0.161,1.87e-20,1.48,0.129,0.0,-6.0
4.0,2.0,1.58e-08,1e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,1.58e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,3.83e-17,3.45e-18,1.4e-17,1.93e-08,1.07e-13,1.3e-17,2.21e-10,5.33e-14,4.4e-09,0.14,0.129,1.85e-14,1570000000.0,25.3,0.207,0.129,0.346,1.6e-05,0.683,1.45e-15,3764112,0.161,87.6,0.161,1.87e-20,1.48,0.129,0.0,-6.0
4.0,2.0,1.58e-08,1e-08,5e-09,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,1.58e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,5.21e-17,6.91e-18,1.4e-17,2.53e-08,1.07e-13,1.3e-17,2.21e-10,5.33e-14,4.4e-09,0.14,0.129,1.85e-14,1570000000.0,25.3,0.207,0.129,0.346,1.6e-05,0.683,1.13e-15,3764155,0.161,115.0,0.161,1.87e-20,1.48,0.129,0.0,-6.0
4.0,2.0,1.58e-08,2e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,1.58e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,3.83e-17,3.45e-18,1.4e-17,1.93e-08,1.07e-13,1.3e-17,2.21e-10,5.33e-14,4.4e-09,0.14,0.129,1.85e-14,1570000000.0,25.3,0.207,0.129,0.346,1.59e-05,0.683,1.76e-15,3764083,0.161,87.4,0.161,1.87e-20,1.48,0.129,0.0,-6.0
4.0,2.0,1.58e-08,2e-08,1e-08,2.0,2.0,50.0,50.0,500.0,500.0,0.346,0.9,1.58e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,7.66e-17,6.91e-18,1.4e-17,3.38e-08,2.13e-13,1.3e-17,4.42e-10,1.07e-13,4.4e-09,0.14,0.129,3.69e-14,784000000.0,25.3,0.207,0.129,0.346,1.59e-05,0.683,1.76e-15,3764089,0.161,76.4,0.161,1.87e-20,1.48,0.129,0.0,-6.0
4.0,2.0,1.58e-08,1e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,1.58e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,3.14e-17,1.73e-18,1.4e-17,1.63e-08,1.07e-13,1.3e-17,2.21e-10,5.33e-14,4.4e-09,0.14,0.129,1.85e-14,1570000000.0,25.3,0.207,0.129,0.346,1.6e-05,0.683,2.08e-15,3764128,0.161,74.0,0.161,1.87e-20,1.48,0.129,0.0,-6.0
4.0,2.0,1.58e-08,1e-08,2e-08,2.0,2.0,50.0,50.0,500.0,500.0,0.346,0.9,1.58e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,6.28e-17,3.45e-18,1.4e-17,2.78e-08,2.13e-13,1.3e-17,4.41e-10,1.07e-13,4.4e-09,0.14,0.129,3.69e-14,785000000.0,25.3,0.207,0.129,0.346,1.6e-05,0.683,2.08e-15,3764163,0.161,63.0,0.161,1.87e-20,1.48,0.129,0.0,-6.0
4.0,2.0,1.58e-08,2e-08,2e-08,2.0,2.0,50.0,50.0,500.0,500.0,0.346,0.9,1.58e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,6.28e-17,3.45e-18,1.4e-17,2.78e-08,2.13e-13,1.3e-17,4.42e-10,1.07e-13,4.4e-09,0.14,0.129,3.69e-14,784000000.0,25.3,0.207,0.129,0.346,1.59e-05,0.683,2.4e-15,3764157,0.161,62.9,0.161,1.87e-20,1.48,0.129,0.0,-6.0
4.0,2.0,1.58e-08,2e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,1.58e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,3.14e-17,1.73e-18,1.4e-17,1.63e-08,1.07e-13,1.3e-17,2.21e-10,5.33e-14,4.4e-09,0.14,0.129,1.85e-14,1570000000.0,25.3,0.207,0.129,0.346,1.59e-05,0.683,2.4e-15,3764116,0.161,73.8,0.161,1.87e-20,1.48,0.129,0.0,-6.0
4.0,2.0,1.58e-08,4e-08,2e-08,2.0,2.0,50.0,50.0,500.0,500.0,0.346,0.9,1.58e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,6.28e-17,3.45e-18,1.4e-17,2.78e-08,2.13e-13,1.3e-17,4.43e-10,1.07e-13,4.4e-09,0.14,0.129,3.69e-14,783000000.0,25.3,0.207,0.129,0.346,1.59e-05,0.683,3.03e-15,3764149,0.161,62.8,0.161,1.87e-20,1.48,0.129,0.0,-6.0
4.0,2.0,1.58e-08,1e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,1.58e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,8.55e-09,3.14e-17,1.73e-18,1.4e-17,1.63e-08,8.24e-11,2.29e-36,1.22e-08,4.12e-11,5.89e-09,0.13,0.115,1.43e-11,28400000.0,25.3,0.216,0.115,0.346,0.000263,0.571,2.08e-15,3764173,0.244,1.34,0.244,1.87e-20,1.96,0.115,0.0,-3.98
4.0,2.0,1.58e-08,4e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,1.58e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,8.55e-09,3.14e-17,1.73e-18,1.4e-17,1.63e-08,8.24e-11,2.29e-36,1.38e-08,4.12e-11,5.89e-09,0.13,0.115,1.43e-11,25100000.0,25.3,0.216,0.115,0.346,0.000224,0.571,3.03e-15,3764153,0.244,1.18,0.244,1.87e-20,1.96,0.115,0.0,-3.98
4.0,2.0,1.58e-08,2e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,1.58e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,8.55e-09,3.14e-17,1.73e-18,1.4e-17,1.63e-08,8.24e-11,2.29e-36,1.32e-08,4.12e-11,5.89e-09,0.13,0.115,1.43e-11,26200000.0,25.3,0.216,0.115,0.346,0.000237,0.571,2.4e-15,3764166,0.244,1.24,0.244,1.87e-20,1.96,0.115,0.0,-3.98
4.0,2.0,1.58e-08,1e-08,5e-09,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,1.58e-08,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,1.02e-16,6.91e-18,1.4e-17,4.25e-08,1.55e-15,1.73e-31,1.31e-11,7.73e-16,3.69e-09,0.146,0.137,2.68e-16,26400000000.0,25.3,0.2,0.137,0.346,3.51e-06,0.744,1.13e-15,3764163,0.116,3240.0,0.116,6.180000000000001e-21,1.3,0.137,0.0,-8.22
4.0,2.0,1.58e-08,1e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,1.58e-08,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,8.81e-17,3.45e-18,1.4e-17,3.65e-08,1.55e-15,1.73e-31,1.31e-11,7.73e-16,3.69e-09,0.146,0.137,2.68e-16,26400000000.0,25.3,0.2,0.137,0.346,3.51e-06,0.744,1.45e-15,3764085,0.116,2780.0,0.116,6.180000000000001e-21,1.3,0.137,0.0,-8.22
4.0,2.0,1.58e-08,1e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,1.58e-08,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,8.11e-17,1.73e-18,1.4e-17,3.36e-08,1.55e-15,1.73e-31,1.31e-11,7.73e-16,3.69e-09,0.146,0.137,2.68e-16,26400000000.0,25.3,0.2,0.137,0.346,3.51e-06,0.744,2.08e-15,3764075,0.116,2560.0,0.116,6.180000000000001e-21,1.3,0.137,0.0,-8.22
4.0,2.0,1.58e-08,4e-08,5e-09,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.424,1.58e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,7.94e-17,6.91e-18,1.4e-17,6.47e-08,5.1e-10,4.23e-15,1.33e-06,2.55e-10,3.15e-09,0.283,0.261,1.64e-10,486000.0,25.3,0.361,0.262,0.645,8.42e-05,0.291,2.08e-15,3764163,0.0809,0.0488,0.0809,8.85e-21,1.19,0.261,0.0,-11.5
4.0,2.0,1.58e-08,4e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.424,1.58e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,6.56e-17,3.45e-18,1.4e-17,5.36e-08,5.1e-10,4.23e-15,1.32e-06,2.55e-10,3.15e-09,0.283,0.261,1.64e-10,487000.0,25.3,0.361,0.262,0.645,8.43e-05,0.291,2.4e-15,3764136,0.0809,0.0404,0.0809,8.85e-21,1.19,0.261,0.0,-11.5
4.0,2.0,1.58e-08,4e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.424,1.58e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,5.87e-17,1.73e-18,1.4e-17,4.8e-08,5.1e-10,4.23e-15,1.32e-06,2.55e-10,3.15e-09,0.283,0.261,1.64e-10,489000.0,25.3,0.361,0.261,0.645,8.47e-05,0.291,3.03e-15,3764080,0.0809,0.0364,0.0809,8.85e-21,1.19,0.261,0.0,-11.5
4.0,2.0,1.58e-08,1e-08,5e-09,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.618,1.58e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,7.94e-17,6.91e-18,1.4e-17,6.47e-08,9.32e-13,1.03e-35,2.48e-07,4.66e-13,3.15e-09,0.286,0.276,3e-13,2600000.0,25.3,0.359,0.276,0.645,6.07e-07,0.485,1.13e-15,3764105,0.0809,0.261,0.0809,8.85e-21,1.19,0.276,0.0,-12.2
4.0,2.0,1.58e-08,4e-08,5e-09,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.618,1.58e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,7.94e-17,6.91e-18,1.4e-17,6.47e-08,9.32e-13,1.03e-35,6.95e-07,4.66e-13,3.15e-09,0.286,0.276,3e-13,928000.0,25.3,0.359,0.276,0.645,1.6e-07,0.485,2.08e-15,3764098,0.0809,0.0931,0.0809,8.85e-21,1.19,0.276,0.0,-12.2
4.0,2.0,1.58e-08,2e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.618,1.58e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,6.56e-17,3.45e-18,1.4e-17,5.36e-08,9.32e-13,1.03e-35,4.35e-07,4.66e-13,3.15e-09,0.286,0.276,3e-13,1480000.0,25.3,0.359,0.276,0.645,3.09e-07,0.485,1.76e-15,3764077,0.0809,0.123,0.0809,8.85e-21,1.19,0.276,0.0,-12.2
4.0,2.0,1.58e-08,1e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.618,1.58e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,6.56e-17,3.45e-18,1.4e-17,5.36e-08,9.32e-13,1.03e-35,2.48e-07,4.66e-13,3.15e-09,0.286,0.276,3e-13,2600000.0,25.3,0.359,0.276,0.645,6.07e-07,0.485,1.45e-15,3764108,0.0809,0.216,0.0809,8.85e-21,1.19,0.276,0.0,-12.2
4.0,2.0,1.58e-08,2e-08,5e-09,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.618,1.58e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,7.94e-17,6.91e-18,1.4e-17,6.47e-08,9.32e-13,1.03e-35,4.35e-07,4.66e-13,3.15e-09,0.286,0.276,3e-13,1480000.0,25.3,0.359,0.276,0.645,3.09e-07,0.485,1.45e-15,3764109,0.0809,0.149,0.0809,8.85e-21,1.19,0.276,0.0,-12.2
4.0,2.0,1.58e-08,4e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.618,1.58e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,6.56e-17,3.45e-18,1.4e-17,5.36e-08,9.32e-13,1.03e-35,6.94e-07,4.66e-13,3.15e-09,0.286,0.276,3e-13,929000.0,25.3,0.359,0.276,0.645,1.6e-07,0.485,2.4e-15,3764127,0.0809,0.0772,0.0809,8.85e-21,1.19,0.276,0.0,-12.2
