FO,GEO,L,Lc,Lext,M,MUL,Rsh_c_n,Rsh_c_p,Rsh_ext_n,Rsh_ext_p,V_dd,V_th,W,a,beta_p_n,eps_cap,eps_semi,k_gate,mD_fac,mu_eff_n,mu_eff_p,rho_c_n,rho_c_p,tox,tsemi,C_load,C_par,C_wire,Edynamic,I_sub,I_tunnel,Ieff,Ioff,Lscale,NM_H,NM_L,Pstatic,R_avg_inv,R_wire,V_IH,V_IL,V_OH,V_OL,V_th_eff,area,config_hash,dVt,delay,delta,eot,n0,noise_margin,ring_oscillator_delay,slope_at_crossing
4.0,2.0,8.89e-09,1e-08,5e-09,2.0,2.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,5.02e-17,4.37e-18,7.87e-18,2.16e-08,3.91e-11,2.47e-12,1.03e-08,2.08e-11,3.15e-09,0.129,0.12,7.2e-12,33700000.0,45.0,0.217,0.12,0.346,0.000136,0.59,5.14e-16,43629,0.23,2.1,0.23,8.85e-21,1.85,0.12,0.0,-4.22
4.0,2.0,8.89e-09,1e-08,5e-09,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,2.51e-17,2.18e-18,7.87e-18,1.22e-08,1.95e-11,2.47e-12,5.14e-09,1.1e-11,3.15e-09,0.129,0.12,3.81e-12,67400000.0,45.0,0.217,0.12,0.346,0.000136,0.59,5.14e-16,43620,0.23,2.37,0.23,8.85e-21,1.85,0.12,0.0,-4.22
4.0,2.0,8.89e-09,2e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,2.07e-17,1.09e-18,7.87e-18,1.03e-08,1.95e-11,2.47e-12,5.52e-09,1.1e-11,3.15e-09,0.129,0.12,3.81e-12,62800000.0,45.0,0.217,0.12,0.346,0.000125,0.59,8.69e-16,43568,0.23,1.87,0.23,8.85e-21,1.85,0.12,0.0,-4.22
4.0,2.0,8.89e-09,1e-08,1e-08,2.0,2.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,4.15e-17,2.18e-18,7.87e-18,1.79e-08,3.91e-11,2.47e-12,1.03e-08,2.08e-11,3.15e-09,0.129,0.12,7.2e-12,33700000.0,45.0,0.217,0.12,0.346,0.000136,0.59,6.92e-16,43585,0.23,1.74,0.23,8.85e-21,1.85,0.12,0.0,-4.22
4.0,2.0,8.89e-09,1e-08,2e-08,2.0,2.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,3.71e-17,1.09e-18,7.87e-18,1.6e-08,3.91e-11,2.47e-12,1.03e-08,2.08e-11,3.15e-09,0.129,0.12,7.2e-12,33700000.0,45.0,0.217,0.12,0.346,0.000136,0.59,1.05e-15,43636,0.23,1.55,0.23,8.85e-21,1.85,0.12,0.0,-4.22
4.0,2.0,8.89e-09,1e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,2.07e-17,1.09e-18,7.87e-18,1.03e-08,1.95e-11,2.47e-12,5.14e-09,1.1e-11,3.15e-09,0.129,0.12,3.81e-12,67400000.0,45.0,0.217,0.12,0.346,0.000136,0.59,6.92e-16,43564,0.23,2.0,0.23,8.85e-21,1.85,0.12,0.0,-4.22
4.0,2.0,8.89e-09,2e-08,1e-08,2.0,2.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,4.15e-17,2.18e-18,7.87e-18,1.79e-08,3.91e-11,2.47e-12,1.1e-08,2.08e-11,3.15e-09,0.129,0.12,7.2e-12,31400000.0,45.0,0.217,0.12,0.346,0.000125,0.59,8.69e-16,43551,0.23,1.62,0.23,8.85e-21,1.85,0.12,0.0,-4.22
4.0,2.0,8.89e-09,1e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,1.86e-17,5.46e-19,7.87e-18,9.35e-09,1.95e-11,2.47e-12,5.14e-09,1.1e-11,3.15e-09,0.129,0.12,3.81e-12,67400000.0,45.0,0.217,0.12,0.346,0.000136,0.59,1.05e-15,43641,0.23,1.82,0.23,8.85e-21,1.85,0.12,0.0,-4.22
4.0,2.0,8.89e-09,2e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,1.86e-17,5.46e-19,7.87e-18,9.35e-09,1.95e-11,2.47e-12,5.51e-09,1.1e-11,3.15e-09,0.129,0.12,3.81e-12,62800000.0,45.0,0.217,0.12,0.346,0.000125,0.59,1.23e-15,43638,0.23,1.7,0.23,8.85e-21,1.85,0.12,0.0,-4.22
4.0,2.0,8.89e-09,2e-08,2e-08,2.0,2.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,3.71e-17,1.09e-18,7.87e-18,1.6e-08,3.91e-11,2.47e-12,1.1e-08,2.08e-11,3.15e-09,0.129,0.12,7.2e-12,31400000.0,45.0,0.217,0.12,0.346,0.000125,0.59,1.23e-15,43567,0.23,1.45,0.23,8.85e-21,1.85,0.12,0.0,-4.22
4.0,2.0,8.89e-09,4e-08,2e-08,2.0,2.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,3.71e-17,1.09e-18,7.87e-18,1.6e-08,3.91e-11,2.47e-12,1.15e-08,2.08e-11,3.15e-09,0.129,0.12,7.2e-12,30200000.0,45.0,0.217,0.12,0.346,0.000119,0.59,1.58e-15,43616,0.23,1.39,0.23,8.85e-21,1.85,0.12,0.0,-4.22
4.0,2.0,8.89e-09,4e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,1.86e-17,5.46e-19,7.87e-18,9.35e-09,1.95e-11,2.47e-12,5.73e-09,1.1e-11,3.15e-09,0.129,0.12,3.81e-12,60400000.0,45.0,0.217,0.12,0.346,0.000119,0.59,1.58e-15,43576,0.23,1.63,0.23,8.85e-21,1.85,0.12,0.0,-4.22
4.0,2.0,8.89e-09,1e-08,5e-09,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,1.65e-17,2.18e-18,7.87e-18,9.19e-09,6.66e-09,6.49e-84,6.27e-08,3.33e-09,4.4e-09,0.119,0.0998,1.15e-09,5530000.0,45.0,0.22,0.109,0.339,0.00921,0.467,5.14e-16,43593,0.321,0.147,0.321,1.87e-20,2.8,0.0998,0.0,-2.96
4.0,2.0,8.89e-09,4e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,1.21e-17,1.09e-18,7.87e-18,7.3e-09,6.66e-09,6.49e-84,1e-07,3.33e-09,4.4e-09,0.12,0.102,1.15e-09,3460000.0,45.0,0.223,0.106,0.344,0.0036,0.467,1.23e-15,43604,0.321,0.0729,0.321,1.87e-20,2.8,0.102,0.0,-3.0
4.0,2.0,8.89e-09,1e-08,2e-08,2.0,2.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,1.99e-17,1.09e-18,7.87e-18,9.98e-09,1.33e-08,6.49e-84,1.25e-07,6.66e-09,4.4e-09,0.119,0.0998,2.31e-09,2770000.0,45.0,0.22,0.109,0.339,0.00922,0.467,1.05e-15,43586,0.321,0.0797,0.321,1.87e-20,2.8,0.0998,0.0,-2.96
4.0,2.0,8.89e-09,2e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,9.93e-18,5.46e-19,7.87e-18,6.36e-09,6.66e-09,6.49e-84,8.22e-08,3.33e-09,4.4e-09,0.12,0.101,1.15e-09,4220000.0,45.0,0.222,0.107,0.342,0.00549,0.467,1.23e-15,43569,0.321,0.0774,0.321,1.87e-20,2.8,0.101,0.0,-2.99
4.0,2.0,8.89e-09,2e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,1.21e-17,1.09e-18,7.87e-18,7.3e-09,6.66e-09,6.49e-84,8.22e-08,3.33e-09,4.4e-09,0.12,0.101,1.15e-09,4210000.0,45.0,0.222,0.107,0.342,0.00548,0.467,8.69e-16,43558,0.321,0.0888,0.321,1.87e-20,2.8,0.101,0.0,-2.99
4.0,2.0,8.89e-09,1e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,9.93e-18,5.46e-19,7.87e-18,6.36e-09,6.66e-09,6.49e-84,6.26e-08,3.33e-09,4.4e-09,0.119,0.0998,1.15e-09,5530000.0,45.0,0.22,0.109,0.339,0.00922,0.467,1.05e-15,43580,0.321,0.101,0.321,1.87e-20,2.8,0.0998,0.0,-2.96
4.0,2.0,8.89e-09,1e-08,1e-08,2.0,2.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,2.42e-17,2.18e-18,7.87e-18,1.19e-08,1.33e-08,6.49e-84,1.25e-07,6.66e-09,4.4e-09,0.119,0.0998,2.31e-09,2760000.0,45.0,0.22,0.109,0.339,0.00921,0.467,6.92e-16,43590,0.321,0.0948,0.321,1.87e-20,2.8,0.0998,0.0,-2.96
4.0,2.0,8.89e-09,1e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,1.21e-17,1.09e-18,7.87e-18,7.3e-09,6.66e-09,6.49e-84,6.27e-08,3.33e-09,4.4e-09,0.119,0.0998,1.15e-09,5530000.0,45.0,0.22,0.109,0.339,0.00921,0.467,6.92e-16,43559,0.321,0.117,0.321,1.87e-20,2.8,0.0998,0.0,-2.96
4.0,2.0,8.89e-09,4e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,9.93e-18,5.46e-19,7.87e-18,6.36e-09,6.66e-09,6.49e-84,1e-07,3.33e-09,4.4e-09,0.12,0.102,1.15e-09,3460000.0,45.0,0.223,0.106,0.344,0.00361,0.467,1.58e-15,43612,0.321,0.0636,0.321,1.87e-20,2.8,0.102,0.0,-3.0
4.0,2.0,8.89e-09,2e-08,5e-09,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,1.65e-17,2.18e-18,7.87e-18,9.19e-09,6.66e-09,6.49e-84,8.22e-08,3.33e-09,4.4e-09,0.12,0.101,1.15e-09,4210000.0,45.0,0.222,0.107,0.342,0.00547,0.467,6.92e-16,43552,0.321,0.112,0.321,1.87e-20,2.8,0.101,0.0,-2.99
4.0,2.0,8.89e-09,1e-08,5e-09,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,5.84e-17,2.18e-18,7.87e-18,2.37e-08,2.82e-14,1.26e-16,8.3e-11,1.42e-14,2.38e-09,0.14,0.133,4.9e-15,4180000000.0,45.0,0.207,0.133,0.346,1.04e-05,0.696,5.14e-16,43621,0.151,286.0,0.151,2.92e-21,1.43,0.133,0.0,-6.37
4.0,2.0,8.89e-09,1e-08,5e-09,2.0,2.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,1.17e-16,4.37e-18,7.87e-18,4.47e-08,5.64e-14,1.26e-16,1.66e-10,2.82e-14,2.38e-09,0.14,0.133,9.78e-15,2090000000.0,45.0,0.207,0.133,0.346,1.04e-05,0.696,5.14e-16,43569,0.151,269.0,0.151,2.92e-21,1.43,0.133,0.0,-6.37
4.0,2.0,8.89e-09,1e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,5.4e-17,1.09e-18,7.87e-18,2.18e-08,2.82e-14,1.26e-16,8.3e-11,1.42e-14,2.38e-09,0.14,0.133,4.9e-15,4180000000.0,45.0,0.207,0.133,0.346,1.04e-05,0.696,6.92e-16,43612,0.151,263.0,0.151,2.92e-21,1.43,0.133,0.0,-6.37
4.0,2.0,8.89e-09,2e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,5.18e-17,5.46e-19,7.87e-18,2.09e-08,2.82e-14,1.26e-16,8.31e-11,1.42e-14,2.38e-09,0.14,0.133,4.9e-15,4170000000.0,45.0,0.207,0.133,0.346,1.04e-05,0.696,1.23e-15,43579,0.151,251.0,0.151,2.92e-21,1.43,0.133,0.0,-6.37
4.0,2.0,8.89e-09,1e-08,1e-08,2.0,2.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,1.08e-16,2.18e-18,7.87e-18,4.09e-08,5.64e-14,1.26e-16,1.66e-10,2.82e-14,2.38e-09,0.14,0.133,9.78e-15,2090000000.0,45.0,0.207,0.133,0.346,1.04e-05,0.696,6.92e-16,43547,0.151,247.0,0.151,2.92e-21,1.43,0.133,0.0,-6.37
4.0,2.0,8.89e-09,1e-08,5e-09,2.0,3.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,1.75e-16,6.55e-18,7.87e-18,6.57e-08,8.45e-14,1.26e-16,2.49e-10,4.23e-14,2.38e-09,0.14,0.133,1.47e-14,1390000000.0,45.0,0.207,0.133,0.346,1.04e-05,0.696,5.14e-16,43558,0.151,264.0,0.151,2.92e-21,1.43,0.133,0.0,-6.37
4.0,2.0,8.89e-09,1e-08,2e-08,2.0,3.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,1.55e-16,1.64e-18,7.87e-18,5.72e-08,8.45e-14,1.26e-16,2.49e-10,4.23e-14,2.38e-09,0.14,0.133,1.47e-14,1390000000.0,45.0,0.207,0.133,0.346,1.04e-05,0.696,1.05e-15,43591,0.151,230.0,0.151,2.92e-21,1.43,0.133,0.0,-6.37
4.0,2.0,8.89e-09,1e-08,1e-08,2.0,3.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,1.62e-16,3.28e-18,7.87e-18,6e-08,8.45e-14,1.26e-16,2.49e-10,4.23e-14,2.38e-09,0.14,0.133,1.47e-14,1390000000.0,45.0,0.207,0.133,0.346,1.04e-05,0.696,6.92e-16,43625,0.151,241.0,0.151,2.92e-21,1.43,0.133,0.0,-6.37
4.0,2.0,8.89e-09,1e-08,2e-08,2.0,2.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,1.04e-16,1.09e-18,7.87e-18,3.9e-08,5.64e-14,1.26e-16,1.66e-10,2.82e-14,2.38e-09,0.14,0.133,9.78e-15,2090000000.0,45.0,0.207,0.133,0.346,1.04e-05,0.696,1.05e-15,43633,0.151,235.0,0.151,2.92e-21,1.43,0.133,0.0,-6.37
4.0,2.0,8.89e-09,2e-08,1e-08,2.0,2.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,1.08e-16,2.18e-18,7.87e-18,4.09e-08,5.64e-14,1.26e-16,1.66e-10,2.82e-14,2.38e-09,0.14,0.133,9.78e-15,2080000000.0,45.0,0.207,0.133,0.346,1.04e-05,0.696,8.69e-16,43575,0.151,246.0,0.151,2.92e-21,1.43,0.133,0.0,-6.37
4.0,2.0,8.89e-09,2e-08,2e-08,2.0,3.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,1.55e-16,1.64e-18,7.87e-18,5.72e-08,8.45e-14,1.26e-16,2.49e-10,4.23e-14,2.38e-09,0.14,0.133,1.47e-14,1390000000.0,45.0,0.207,0.133,0.346,1.04e-05,0.696,1.23e-15,43634,0.151,229.0,0.151,2.92e-21,1.43,0.133,0.0,-6.37
4.0,2.0,8.89e-09,1e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,5.18e-17,5.46e-19,7.87e-18,2.09e-08,2.82e-14,1.26e-16,8.3e-11,1.42e-14,2.38e-09,0.14,0.133,4.9e-15,4180000000.0,45.0,0.207,0.133,0.346,1.04e-05,0.696,1.05e-15,43568,0.151,252.0,0.151,2.92e-21,1.43,0.133,0.0,-6.37
4.0,2.0,8.89e-09,1e-08,5e-09,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,3.22e-17,2.18e-18,7.87e-18,1.46e-08,4.44e-10,6.29e-110,2.44e-08,2.22e-10,3.69e-09,0.124,0.113,7.69e-11,14200000.0,45.0,0.221,0.114,0.346,0.000883,0.529,5.14e-16,43563,0.275,0.6,0.275,6.180000000000001e-21,2.22,0.113,0.0,-3.53
4.0,2.0,8.89e-09,1e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,2.78e-17,1.09e-18,7.87e-18,1.28e-08,4.44e-10,6.29e-110,2.44e-08,2.22e-10,3.69e-09,0.124,0.113,7.69e-11,14200000.0,45.0,0.221,0.114,0.346,0.000883,0.529,6.92e-16,43590,0.275,0.523,0.275,6.180000000000001e-21,2.22,0.113,0.0,-3.53
4.0,2.0,8.89e-09,4e-08,5e-09,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,3.22e-17,2.18e-18,7.87e-18,1.46e-08,4.44e-10,6.29e-110,3.44e-08,2.22e-10,3.69e-09,0.124,0.113,7.69e-11,10100000.0,45.0,0.222,0.113,0.346,0.000511,0.529,1.05e-15,43567,0.275,0.426,0.275,6.180000000000001e-21,2.22,0.113,0.0,-3.54
4.0,2.0,8.89e-09,2e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,2.78e-17,1.09e-18,7.87e-18,1.28e-08,4.44e-10,6.29e-110,2.98e-08,2.22e-10,3.69e-09,0.124,0.113,7.69e-11,11600000.0,45.0,0.222,0.114,0.346,0.000635,0.529,8.69e-16,43587,0.275,0.427,0.275,6.180000000000001e-21,2.22,0.113,0.0,-3.53
4.0,2.0,8.89e-09,2e-08,5e-09,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,3.22e-17,2.18e-18,7.87e-18,1.46e-08,4.44e-10,6.29e-110,2.99e-08,2.22e-10,3.69e-09,0.124,0.113,7.69e-11,11600000.0,45.0,0.222,0.114,0.346,0.000635,0.529,6.92e-16,43560,0.275,0.49,0.275,6.180000000000001e-21,2.22,0.113,0.0,-3.53
4.0,2.0,8.89e-09,4e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,2.57e-17,5.46e-19,7.87e-18,1.18e-08,4.44e-10,6.29e-110,3.43e-08,2.22e-10,3.69e-09,0.124,0.113,7.69e-11,10100000.0,45.0,0.222,0.113,0.346,0.000512,0.529,1.58e-15,43618,0.275,0.344,0.275,6.180000000000001e-21,2.22,0.113,0.0,-3.54
4.0,2.0,8.89e-09,1e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,2.57e-17,5.46e-19,7.87e-18,1.18e-08,4.44e-10,6.29e-110,2.44e-08,2.22e-10,3.69e-09,0.124,0.113,7.69e-11,14200000.0,45.0,0.221,0.114,0.346,0.000884,0.529,1.05e-15,43572,0.275,0.484,0.275,6.180000000000001e-21,2.22,0.113,0.0,-3.53
4.0,2.0,8.89e-09,4e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,2.78e-17,1.09e-18,7.87e-18,1.28e-08,4.44e-10,6.29e-110,3.43e-08,2.22e-10,3.69e-09,0.124,0.113,7.69e-11,10100000.0,45.0,0.222,0.113,0.346,0.000511,0.529,1.23e-15,43550,0.275,0.371,0.275,6.180000000000001e-21,2.22,0.113,0.0,-3.54
4.0,2.0,8.89e-09,2e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.346,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,2.57e-17,5.46e-19,7.87e-18,1.18e-08,4.44e-10,6.29e-110,2.98e-08,2.22e-10,3.69e-09,0.124,0.113,7.69e-11,11600000.0,45.0,0.222,0.114,0.346,0.000636,0.529,1.23e-15,43617,0.275,0.396,0.275,6.180000000000001e-21,2.22,0.113,0.0,-3.53
4.0,2.0,1.58e-08,1e-08,5e-09,2.0,1.0,50.0,50.0,500.0,500.0,0.1,0.618,1.58e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,5.21e-17,6.91e-18,1.4e-17,7.3e-09,6.36e-11,3.73e-17,4.02e-10,3.18e-11,4.4e-09,0.0368,0.0233,3.18e-12,249000000.0,25.3,0.0609,0.028,0.0977,0.00471,0.441,1.13e-15,43576,0.161,18.2,0.161,1.87e-20,1.48,0.0233,0.0,-2.99
4.0,2.0,1.58e-08,1e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.1,0.618,1.58e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,3.83e-17,3.45e-18,1.4e-17,5.58e-09,6.36e-11,3.73e-17,4.02e-10,3.18e-11,4.4e-09,0.0368,0.0233,3.18e-12,249000000.0,25.3,0.0609,0.028,0.0977,0.00471,0.441,1.45e-15,43607,0.161,13.9,0.161,1.87e-20,1.48,0.0233,0.0,-2.99
4.0,2.0,1.58e-08,1e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.1,0.618,1.58e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,3.14e-17,1.73e-18,1.4e-17,4.71e-09,6.36e-11,3.73e-17,4.02e-10,3.18e-11,4.4e-09,0.0368,0.0233,3.18e-12,249000000.0,25.3,0.0609,0.028,0.0977,0.00471,0.441,2.08e-15,43624,0.161,11.7,0.161,1.87e-20,1.48,0.0233,0.0,-2.99
4.0,2.0,1.58e-08,2e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.1,0.618,1.58e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,3.83e-17,3.45e-18,1.4e-17,5.58e-09,6.36e-11,3.73e-17,4.03e-10,3.18e-11,4.4e-09,0.0368,0.0233,3.18e-12,248000000.0,25.3,0.0609,0.028,0.0977,0.00468,0.441,1.76e-15,43601,0.161,13.8,0.161,1.87e-20,1.48,0.0233,0.0,-2.99
4.0,2.0,1.58e-08,1e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.1,0.618,1.58e-08,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,8.81e-17,3.45e-18,1.4e-17,1.06e-08,3.05e-12,9.81e-33,2.89e-11,1.52e-12,3.69e-09,0.0378,0.0274,1.52e-13,3470000000.0,25.3,0.0607,0.0301,0.0985,0.00271,0.49,1.45e-15,43570,0.116,366.0,0.116,6.180000000000001e-21,1.3,0.0274,0.0,-3.82
4.0,2.0,1.58e-08,1e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.1,0.618,1.58e-08,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,8.11e-17,1.73e-18,1.4e-17,9.69e-09,3.05e-12,9.81e-33,2.89e-11,1.52e-12,3.69e-09,0.0378,0.0274,1.52e-13,3470000000.0,25.3,0.0607,0.0301,0.0985,0.00271,0.49,2.08e-15,43625,0.116,336.0,0.116,6.180000000000001e-21,1.3,0.0274,0.0,-3.82
