Edynamic,Ieff,Ioff,Lscale,Pstatic,V_th_eff,area,delay,delta,n0,L,V_dd,V_th,W,k_gate,tox
2.52e-08,4.23e-06,2.2e-21,1.32e-08,2.39e-21,0.884,5.14e-16,0.0109,0.0147,1.03,3.56e-08,1.09,0.9,1.44e-08,14.5,1.2e-08
2.21e-08,2.4e-06,7.510000000000001e-21,1.62e-08,8.170000000000001e-21,0.865,5.14e-16,0.0169,0.0319,1.07,3.56e-08,1.09,0.9,1.44e-08,14.5,2.3e-08
2.52e-08,2.18e-06,0.0,1.32e-08,0.0,0.984,5.14e-16,0.0212,0.0147,1.03,3.56e-08,1.09,1.0,1.44e-08,14.5,1.2e-08
2.04e-08,9.65e-07,2.05e-20,2.2e-08,2.23e-20,0.914,5.14e-16,0.0389,0.079,1.19,3.56e-08,1.09,1.0,1.44e-08,3.9,1.2e-08
2.21e-08,1.33e-06,1.98e-22,1.62e-08,2.15e-22,0.965,5.14e-16,0.0305,0.0319,1.07,3.56e-08,1.09,1.0,1.44e-08,14.5,2.3e-08
2.1e-08,1.07e-06,1.7700000000000003e-21,1.92e-08,1.9300000000000003e-21,0.941,5.14e-16,0.0359,0.0543,1.12,3.56e-08,1.09,1.0,1.44e-08,14.5,3.4e-08
2.04e-08,4.27e-07,7.9e-22,2.2e-08,8.6e-22,1.01,5.14e-16,0.0878,0.079,1.19,3.56e-08,1.09,1.1,1.44e-08,3.9,1.2e-08
2.21e-08,3.58e-07,0.0,1.62e-08,0.0,1.07,5.14e-16,0.113,0.0319,1.07,3.56e-08,1.09,1.1,1.44e-08,14.5,2.3e-08
2.1e-08,3.84e-07,4.6599999999999993e-23,1.92e-08,5.0799999999999994e-23,1.04,5.14e-16,0.1,0.0543,1.12,3.56e-08,1.09,1.1,1.44e-08,14.5,3.4e-08
2.04e-08,4.29e-07,8.95e-22,2.21e-08,9.74e-22,1.01,5.14e-16,0.0873,0.0803,1.19,3.56e-08,1.09,1.1,1.44e-08,14.5,4.5e-08
3.4e-08,1e-05,1.03e-19,1.32e-08,1.3e-19,0.781,5.14e-16,0.00537,0.0147,1.03,3.56e-08,1.27,0.8,1.44e-08,14.5,1.2e-08
2.98e-08,4.37e-06,9.220000000000001e-21,1.62e-08,1.17e-20,0.86,5.14e-16,0.0108,0.0319,1.07,3.56e-08,1.27,0.9,1.44e-08,14.5,2.3e-08
1.31e-07,6.65e-05,5.47e-20,1.03e-08,6.93e-20,0.994,5.14e-16,0.0031,0.00435,1.01,3.56e-08,1.27,1.0,1.44e-08,14.5,1e-09
5.37e-08,1.83e-05,8.56e-20,1.1e-08,1.08e-19,0.992,5.14e-16,0.00463,0.00624,1.01,3.56e-08,1.27,1.0,1.44e-08,3.9,1e-09
3.4e-08,5.89e-06,3.79e-297,1.32e-08,4.8e-297,0.981,5.14e-16,0.00913,0.0147,1.03,3.56e-08,1.27,1.0,1.44e-08,14.5,1.2e-08
2.98e-08,3.29e-06,2.63e-22,1.62e-08,3.3400000000000003e-22,0.96,5.14e-16,0.0143,0.0319,1.07,3.56e-08,1.27,1.0,1.44e-08,14.5,2.3e-08
1.31e-07,4.21e-05,9.160000000000001e-33,1.03e-08,1.16e-32,1.09,5.14e-16,0.00491,0.00435,1.01,3.56e-08,1.27,1.1,1.44e-08,14.5,1e-09
3.4e-08,3.82e-06,0.0,1.32e-08,0.0,1.08,5.14e-16,0.0141,0.0147,1.03,3.56e-08,1.27,1.1,1.44e-08,14.5,1.2e-08
4.43e-08,1.37e-05,1.13e-19,1.32e-08,1.64e-19,0.779,5.14e-16,0.00446,0.0147,1.03,3.56e-08,1.44,0.8,1.44e-08,14.5,1.2e-08
4.43e-08,1.17e-05,2.6900000000000002e-21,1.32e-08,3.88e-21,0.879,5.14e-16,0.00525,0.0147,1.03,3.56e-08,1.44,0.9,1.44e-08,14.5,1.2e-08
4.43e-08,9.61e-06,1.22e-22,1.32e-08,1.76e-22,0.979,5.14e-16,0.00638,0.0147,1.03,3.56e-08,1.44,1.0,1.44e-08,14.5,1.2e-08
4.43e-08,7.55e-06,1.96e-242,1.32e-08,2.8299999999999998e-242,1.08,5.14e-16,0.00812,0.0147,1.03,3.56e-08,1.44,1.1,1.44e-08,14.5,1.2e-08
3.88e-08,4.19e-06,0.0,1.62e-08,0.0,1.05,5.14e-16,0.0128,0.0319,1.07,3.56e-08,1.44,1.1,1.44e-08,14.5,2.3e-08
5.58e-08,1.75e-05,1.25e-19,1.32e-08,2.03e-19,0.776,5.14e-16,0.00394,0.0147,1.03,3.56e-08,1.62,0.8,1.44e-08,14.5,1.2e-08
5.58e-08,1.54e-05,2.9300000000000004e-21,1.32e-08,4.76e-21,0.876,5.14e-16,0.00447,0.0147,1.03,3.56e-08,1.62,0.9,1.44e-08,14.5,1.2e-08
5.58e-08,1.33e-05,1.22e-22,1.32e-08,1.98e-22,0.976,5.14e-16,0.00516,0.0147,1.03,3.56e-08,1.62,1.0,1.44e-08,14.5,1.2e-08
5.58e-08,1.13e-05,1.37e-176,1.32e-08,2.2299999999999998e-176,1.08,5.14e-16,0.00611,0.0147,1.03,3.56e-08,1.62,1.1,1.44e-08,14.5,1.2e-08
4.89e-08,6.16e-06,0.0,1.62e-08,0.0,1.05,5.14e-16,0.0098,0.0319,1.07,3.56e-08,1.62,1.1,1.44e-08,14.5,2.3e-08
6.87e-08,2.12e-05,1.38e-19,1.32e-08,2.48e-19,0.774,5.14e-16,0.00361,0.0147,1.03,3.56e-08,1.8,0.8,1.44e-08,14.5,1.2e-08
6.87e-08,1.91e-05,3.3e-21,1.32e-08,5.9400000000000005e-21,0.874,5.14e-16,0.00399,0.0147,1.03,3.56e-08,1.8,0.9,1.44e-08,14.5,1.2e-08
6.87e-08,1.71e-05,1.22e-22,1.32e-08,2.2e-22,0.974,5.14e-16,0.00448,0.0147,1.03,3.56e-08,1.8,1.0,1.44e-08,14.5,1.2e-08
6.87e-08,1.5e-05,8.669999999999999e-142,1.32e-08,1.5599999999999998e-141,1.07,5.14e-16,0.00509,0.0147,1.03,3.56e-08,1.8,1.1,1.44e-08,14.5,1.2e-08
6.03e-08,8.13e-06,3.1399999999999997e-268,1.62e-08,5.659999999999999e-268,1.04,5.14e-16,0.00824,0.0319,1.07,3.56e-08,1.8,1.1,1.44e-08,14.5,2.3e-08
6.86e-10,1.58e-07,4.01e-10,2.2e-08,8.02e-11,0.184,4.94e-16,0.0433,0.079,1.19,3.56e-08,0.2,0.2,1.39e-08,3.9,1.2e-08
8.4e-10,3.92e-07,3.23e-10,1.32e-08,6.45e-11,0.197,4.94e-16,0.0214,0.0147,1.03,3.56e-08,0.2,0.2,1.39e-08,14.5,1.2e-08
7.39e-10,2.3e-07,2.56e-10,1.62e-08,5.11e-11,0.194,4.94e-16,0.0322,0.0319,1.07,3.56e-08,0.2,0.2,1.39e-08,14.5,2.3e-08
7.04e-10,1.79e-07,2.96e-10,1.92e-08,5.91e-11,0.189,4.94e-16,0.0393,0.0543,1.12,3.56e-08,0.2,0.2,1.39e-08,14.5,3.4e-08
1.31e-09,1.19e-06,8.45e-10,1.1e-08,1.69e-10,0.199,4.94e-16,0.011,0.00624,1.01,3.56e-08,0.2,0.2,1.39e-08,3.9,1e-09
1.31e-09,3.8e-08,1.86e-11,1.1e-08,3.72e-12,0.299,4.94e-16,0.345,0.00624,1.01,3.56e-08,0.2,0.3,1.39e-08,3.9,1e-09
8.4e-10,1.36e-08,7.58e-12,1.32e-08,1.52e-12,0.297,4.94e-16,0.62,0.0147,1.03,3.56e-08,0.2,0.3,1.39e-08,14.5,1.2e-08
7.39e-10,9.37e-09,6.86e-12,1.62e-08,1.37e-12,0.294,4.94e-16,0.789,0.0319,1.07,3.56e-08,0.2,0.3,1.39e-08,14.5,2.3e-08
6.86e-10,1.01e-08,1.55e-11,2.2e-08,3.1e-12,0.284,4.94e-16,0.681,0.079,1.19,3.56e-08,0.2,0.3,1.39e-08,3.9,1.2e-08
6.86e-10,1.02e-08,1.6e-11,2.21e-08,3.19e-12,0.284,4.94e-16,0.675,0.0803,1.19,3.56e-08,0.2,0.3,1.39e-08,14.5,4.5e-08
7.04e-10,9.06e-09,9.44e-12,1.92e-08,1.89e-12,0.289,4.94e-16,0.777,0.0543,1.12,3.56e-08,0.2,0.3,1.39e-08,14.5,3.4e-08
1.31e-09,8.45e-10,4.09e-13,1.1e-08,8.19e-14,0.399,4.94e-16,15.5,0.00624,1.01,3.56e-08,0.2,0.4,1.39e-08,3.9,1e-09
6.86e-10,4.01e-10,5.99e-13,2.2e-08,1.2e-13,0.384,4.94e-16,17.1,0.079,1.19,3.56e-08,0.2,0.4,1.39e-08,3.9,1.2e-08
8.4e-10,3.23e-10,1.78e-13,1.32e-08,3.56e-14,0.397,4.94e-16,26.1,0.0147,1.03,3.56e-08,0.2,0.4,1.39e-08,14.5,1.2e-08
7.39e-10,2.56e-10,1.84e-13,1.62e-08,3.68e-14,0.394,4.94e-16,28.9,0.0319,1.07,3.56e-08,0.2,0.4,1.39e-08,14.5,2.3e-08
7.04e-10,2.96e-10,3.01e-13,1.92e-08,6.03e-14,0.389,4.94e-16,23.8,0.0543,1.12,3.56e-08,0.2,0.4,1.39e-08,14.5,3.4e-08
6.86e-10,4.09e-10,6.23e-13,2.21e-08,1.25e-13,0.384,4.94e-16,16.8,0.0803,1.19,3.56e-08,0.2,0.4,1.39e-08,14.5,4.5e-08
6.75e-10,6.17e-10,1.45e-12,2.51e-08,2.9e-13,0.378,4.94e-16,10.9,0.108,1.28,3.56e-08,0.2,0.4,1.39e-08,14.5,5.6e-08
6.67e-10,9.66e-10,3.54e-12,2.81e-08,7.08e-13,0.373,4.94e-16,6.9,0.137,1.38,3.56e-08,0.2,0.4,1.39e-08,14.5,6.7e-08
6.86e-10,1.55e-11,2.31e-14,2.2e-08,4.62e-15,0.484,4.94e-16,443.0,0.079,1.19,3.56e-08,0.2,0.5,1.39e-08,3.9,1.2e-08
8.4e-10,7.58e-12,4.18e-15,1.32e-08,8.37e-16,0.497,4.94e-16,1110.0,0.0147,1.03,3.56e-08,0.2,0.5,1.39e-08,14.5,1.2e-08
7.39e-10,6.86e-12,4.94e-15,1.62e-08,9.87e-16,0.494,4.94e-16,1080.0,0.0319,1.07,3.56e-08,0.2,0.5,1.39e-08,14.5,2.3e-08
6.86e-10,1.6e-11,2.43e-14,2.21e-08,4.86e-15,0.484,4.94e-16,430.0,0.0803,1.19,3.56e-08,0.2,0.5,1.39e-08,14.5,4.5e-08
7.04e-10,9.44e-12,9.62e-15,1.92e-08,1.92e-15,0.489,4.94e-16,746.0,0.0543,1.12,3.56e-08,0.2,0.5,1.39e-08,14.5,3.4e-08
6.75e-10,2.99e-11,7.01e-14,2.51e-08,1.4e-14,0.478,4.94e-16,226.0,0.108,1.28,3.56e-08,0.2,0.5,1.39e-08,14.5,5.6e-08
6.67e-10,5.86e-11,2.14e-13,2.81e-08,4.27e-14,0.473,4.94e-16,114.0,0.137,1.38,3.56e-08,0.2,0.5,1.39e-08,14.5,6.7e-08
6.86e-10,5.99e-13,8.92e-16,2.2e-08,1.78e-16,0.584,4.94e-16,11500.0,0.079,1.19,3.56e-08,0.2,0.6,1.39e-08,3.9,1.2e-08
8.4e-10,1.78e-13,9.83e-17,1.32e-08,1.97e-17,0.597,4.94e-16,47200.0,0.0147,1.03,3.56e-08,0.2,0.6,1.39e-08,14.5,1.2e-08
7.39e-10,1.84e-13,1.32e-16,1.62e-08,2.65e-17,0.594,4.94e-16,40200.0,0.0319,1.07,3.56e-08,0.2,0.6,1.39e-08,14.5,2.3e-08
7.04e-10,3.01e-13,3.07e-16,1.92e-08,6.14e-17,0.589,4.94e-16,23400.0,0.0543,1.12,3.56e-08,0.2,0.6,1.39e-08,14.5,3.4e-08
6.86e-10,6.23e-13,9.47e-16,2.21e-08,1.89e-16,0.584,4.94e-16,11000.0,0.0803,1.19,3.56e-08,0.2,0.6,1.39e-08,14.5,4.5e-08
6.75e-10,1.45e-12,3.39e-15,2.51e-08,6.78e-16,0.578,4.94e-16,4660.0,0.108,1.28,3.56e-08,0.2,0.6,1.39e-08,14.5,5.6e-08
6.67e-10,3.54e-12,1.29e-14,2.81e-08,2.58e-15,0.573,4.94e-16,1890.0,0.137,1.38,3.56e-08,0.2,0.6,1.39e-08,14.5,6.7e-08
6.86e-10,2.31e-14,3.45e-17,2.2e-08,6.89e-18,0.684,4.94e-16,297000.0,0.079,1.19,3.56e-08,0.2,0.7,1.39e-08,3.9,1.2e-08
8.4e-10,4.18e-15,2.31e-18,1.32e-08,4.62e-19,0.697,4.94e-16,2010000.0,0.0147,1.03,3.56e-08,0.2,0.7,1.39e-08,14.5,1.2e-08
7.39e-10,4.94e-15,3.55e-18,1.62e-08,7.11e-19,0.694,4.94e-16,1500000.0,0.0319,1.07,3.56e-08,0.2,0.7,1.39e-08,14.5,2.3e-08
7.04e-10,9.62e-15,9.8e-18,1.92e-08,1.96e-18,0.689,4.94e-16,732000.0,0.0543,1.12,3.56e-08,0.2,0.7,1.39e-08,14.5,3.4e-08
6.86e-10,2.43e-14,3.69e-17,2.21e-08,7.39e-18,0.684,4.94e-16,282000.0,0.0803,1.19,3.56e-08,0.2,0.7,1.39e-08,14.5,4.5e-08
6.75e-10,7.01e-14,1.64e-16,2.51e-08,3.28e-17,0.678,4.94e-16,96300.0,0.108,1.28,3.56e-08,0.2,0.7,1.39e-08,14.5,5.6e-08
6.67e-10,2.14e-13,7.8e-16,2.81e-08,1.56e-16,0.673,4.94e-16,31200.0,0.137,1.38,3.56e-08,0.2,0.7,1.39e-08,14.5,6.7e-08
7.39e-10,1.32e-16,9.53e-20,1.62e-08,1.91e-20,0.794,4.94e-16,55800000.0,0.0319,1.07,3.56e-08,0.2,0.8,1.39e-08,14.5,2.3e-08
8.4e-10,9.83e-17,5.43e-20,1.32e-08,1.09e-20,0.797,4.94e-16,85500000.0,0.0147,1.03,3.56e-08,0.2,0.8,1.39e-08,14.5,1.2e-08
6.86e-10,8.92e-16,1.33e-18,2.2e-08,2.66e-19,0.784,4.94e-16,7690000.0,0.079,1.19,3.56e-08,0.2,0.8,1.39e-08,3.9,1.2e-08
7.04e-10,3.07e-16,3.13e-19,1.92e-08,6.25e-20,0.789,4.94e-16,22900000.0,0.0543,1.12,3.56e-08,0.2,0.8,1.39e-08,14.5,3.4e-08
6.86e-10,9.47e-16,1.44e-18,2.21e-08,2.88e-19,0.784,4.94e-16,7240000.0,0.0803,1.19,3.56e-08,0.2,0.8,1.39e-08,14.5,4.5e-08
6.75e-10,3.39e-15,7.94e-18,2.51e-08,1.59e-18,0.778,4.94e-16,1990000.0,0.108,1.28,3.56e-08,0.2,0.8,1.39e-08,14.5,5.6e-08
6.67e-10,1.29e-14,4.71e-17,2.81e-08,9.42e-18,0.773,4.94e-16,517000.0,0.137,1.38,3.56e-08,0.2,0.8,1.39e-08,14.5,6.7e-08
7.39e-10,3.55e-18,2.57e-21,1.62e-08,5.14e-22,0.894,4.94e-16,2080000000.0,0.0319,1.07,3.56e-08,0.2,0.9,1.39e-08,14.5,2.3e-08
7.04e-10,9.8e-18,9.980000000000001e-21,1.92e-08,2.0000000000000002e-21,0.889,4.94e-16,719000000.0,0.0543,1.12,3.56e-08,0.2,0.9,1.39e-08,14.5,3.4e-08
6.86e-10,3.69e-17,5.62e-20,2.21e-08,1.12e-20,0.884,4.94e-16,186000000.0,0.0803,1.19,3.56e-08,0.2,0.9,1.39e-08,14.5,4.5e-08
6.67e-10,7.8e-16,2.84e-18,2.81e-08,5.69e-19,0.873,4.94e-16,8560000.0,0.137,1.38,3.56e-08,0.2,0.9,1.39e-08,14.5,6.7e-08
6.75e-10,1.64e-16,3.84e-19,2.51e-08,7.68e-20,0.878,4.94e-16,41100000.0,0.108,1.28,3.56e-08,0.2,0.9,1.39e-08,14.5,5.6e-08
6.67e-10,4.71e-17,1.73e-19,2.81e-08,3.46e-20,0.973,4.94e-16,142000000.0,0.137,1.38,3.56e-08,0.2,1.0,1.39e-08,14.5,6.7e-08
2.45e-09,5.74e-07,2.47e-11,2.2e-08,9.33e-12,0.27,4.94e-16,0.0226,0.079,1.19,3.56e-08,0.378,0.3,1.39e-08,3.9,1.2e-08
3e-09,1.67e-06,8.43e-12,1.32e-08,3.19e-12,0.294,4.94e-16,0.00949,0.0147,1.03,3.56e-08,0.378,0.3,1.39e-08,14.5,1.2e-08
2.51e-09,6.89e-07,1.33e-11,1.92e-08,5.02e-12,0.279,4.94e-16,0.0193,0.0543,1.12,3.56e-08,0.378,0.3,1.39e-08,14.5,3.4e-08
2.64e-09,9.36e-07,8.49e-12,1.62e-08,3.21e-12,0.288,4.94e-16,0.0149,0.0319,1.07,3.56e-08,0.378,0.3,1.39e-08,14.5,2.3e-08
2.45e-09,1.34e-07,9.53e-13,2.2e-08,3.6e-13,0.37,4.94e-16,0.0967,0.079,1.19,3.56e-08,0.378,0.4,1.39e-08,3.9,1.2e-08
3e-09,2.26e-07,1.98e-13,1.32e-08,7.49e-14,0.394,4.94e-16,0.0701,0.0147,1.03,3.56e-08,0.378,0.4,1.39e-08,14.5,1.2e-08
2.64e-09,1.5e-07,2.28e-13,1.62e-08,8.61e-14,0.388,4.94e-16,0.0933,0.0319,1.07,3.56e-08,0.378,0.4,1.39e-08,14.5,2.3e-08
2.51e-09,1.34e-07,4.24e-13,1.92e-08,1.6e-13,0.379,4.94e-16,0.0993,0.0543,1.12,3.56e-08,0.378,0.4,1.39e-08,14.5,3.4e-08
2.45e-09,1.34e-07,9.98e-13,2.21e-08,3.77e-13,0.37,4.94e-16,0.0965,0.0803,1.19,3.56e-08,0.378,0.4,1.39e-08,14.5,4.5e-08
2.45e-09,7.85e-09,3.68e-14,2.2e-08,1.39e-14,0.47,4.94e-16,1.65,0.079,1.19,3.56e-08,0.378,0.5,1.39e-08,3.9,1.2e-08
3e-09,6.6e-09,4.66e-15,1.32e-08,1.76e-15,0.494,4.94e-16,2.41,0.0147,1.03,3.56e-08,0.378,0.5,1.39e-08,14.5,1.2e-08
2.64e-09,5.23e-09,6.11e-15,1.62e-08,2.31e-15,0.488,4.94e-16,2.67,0.0319,1.07,3.56e-08,0.378,0.5,1.39e-08,14.5,2.3e-08
2.51e-09,5.98e-09,1.35e-14,1.92e-08,5.11e-15,0.479,4.94e-16,2.22,0.0543,1.12,3.56e-08,0.378,0.5,1.39e-08,14.5,3.4e-08
2.45e-09,7.97e-09,3.89e-14,2.21e-08,1.47e-14,0.47,4.94e-16,1.62,0.0803,1.19,3.56e-08,0.378,0.5,1.39e-08,14.5,4.5e-08
2.38e-09,1.61e-08,4.27e-13,2.81e-08,1.61e-13,0.448,4.94e-16,0.783,0.137,1.38,3.56e-08,0.378,0.5,1.39e-08,14.5,6.7e-08
2.45e-09,3.1e-10,1.42e-15,2.2e-08,5.37e-16,0.57,4.94e-16,41.8,0.079,1.19,3.56e-08,0.378,0.6,1.39e-08,3.9,1.2e-08
3e-09,1.56e-10,1.09e-16,1.32e-08,4.13e-17,0.594,4.94e-16,102.0,0.0147,1.03,3.56e-08,0.378,0.6,1.39e-08,14.5,1.2e-08
2.51e-09,1.93e-10,4.32e-16,1.92e-08,1.63e-16,0.579,4.94e-16,68.7,0.0543,1.12,3.56e-08,0.378,0.6,1.39e-08,14.5,3.4e-08
2.45e-09,3.19e-10,1.52e-15,2.21e-08,5.73e-16,0.57,4.94e-16,40.7,0.0803,1.19,3.56e-08,0.378,0.6,1.39e-08,14.5,4.5e-08
2.64e-09,1.42e-10,1.64e-16,1.62e-08,6.2e-17,0.588,4.94e-16,98.6,0.0319,1.07,3.56e-08,0.378,0.6,1.39e-08,14.5,2.3e-08
2.41e-09,5.68e-10,6.12e-15,2.51e-08,2.31e-15,0.559,4.94e-16,22.4,0.108,1.28,3.56e-08,0.378,0.6,1.39e-08,14.5,5.6e-08
2.38e-09,1.03e-09,2.58e-14,2.81e-08,9.74e-15,0.548,4.94e-16,12.2,0.137,1.38,3.56e-08,0.378,0.6,1.39e-08,14.5,6.7e-08
2.45e-09,1.2e-11,5.49e-17,2.2e-08,2.07e-17,0.67,4.94e-16,1080.0,0.079,1.19,3.56e-08,0.378,0.7,1.39e-08,3.9,1.2e-08
3e-09,3.66e-12,2.57e-18,1.32e-08,9.71e-19,0.694,4.94e-16,4330.0,0.0147,1.03,3.56e-08,0.378,0.7,1.39e-08,14.5,1.2e-08
2.64e-09,3.8e-12,4.4e-18,1.62e-08,1.66e-18,0.688,4.94e-16,3670.0,0.0319,1.07,3.56e-08,0.378,0.7,1.39e-08,14.5,2.3e-08
2.51e-09,6.18e-12,1.38e-17,1.92e-08,5.21e-18,0.679,4.94e-16,2150.0,0.0543,1.12,3.56e-08,0.378,0.7,1.39e-08,14.5,3.4e-08
2.45e-09,1.24e-11,5.92e-17,2.21e-08,2.24e-17,0.67,4.94e-16,1040.0,0.0803,1.19,3.56e-08,0.378,0.7,1.39e-08,14.5,4.5e-08
2.41e-09,2.76e-11,2.96e-16,2.51e-08,1.12e-16,0.659,4.94e-16,463.0,0.108,1.28,3.56e-08,0.378,0.7,1.39e-08,14.5,5.6e-08
2.38e-09,6.27e-11,1.56e-15,2.81e-08,5.88e-16,0.648,4.94e-16,201.0,0.137,1.38,3.56e-08,0.378,0.7,1.39e-08,14.5,6.7e-08
2.45e-09,4.63e-13,2.12e-18,2.2e-08,8e-19,0.77,4.94e-16,28000.0,0.079,1.19,3.56e-08,0.378,0.8,1.39e-08,3.9,1.2e-08
3e-09,8.61e-14,6.04e-20,1.32e-08,2.28e-20,0.794,4.94e-16,184000.0,0.0147,1.03,3.56e-08,0.378,0.8,1.39e-08,14.5,1.2e-08
2.64e-09,1.02e-13,1.18e-19,1.62e-08,4.46e-20,0.788,4.94e-16,137000.0,0.0319,1.07,3.56e-08,0.378,0.8,1.39e-08,14.5,2.3e-08
2.51e-09,1.97e-13,4.4e-19,1.92e-08,1.66e-19,0.779,4.94e-16,67400.0,0.0543,1.12,3.56e-08,0.378,0.8,1.39e-08,14.5,3.4e-08
2.45e-09,4.85e-13,2.31e-18,2.21e-08,8.72e-19,0.77,4.94e-16,26700.0,0.0803,1.19,3.56e-08,0.378,0.8,1.39e-08,14.5,4.5e-08
2.41e-09,1.33e-12,1.43e-17,2.51e-08,5.41e-18,0.759,4.94e-16,9560.0,0.108,1.28,3.56e-08,0.378,0.8,1.39e-08,14.5,5.6e-08
2.38e-09,3.79e-12,9.4e-17,2.81e-08,3.55e-17,0.748,4.94e-16,3330.0,0.137,1.38,3.56e-08,0.378,0.8,1.39e-08,14.5,6.7e-08
2.45e-09,1.79e-14,8.18e-20,2.2e-08,3.09e-20,0.87,4.94e-16,726000.0,0.079,1.19,3.56e-08,0.378,0.9,1.39e-08,3.9,1.2e-08
3e-09,2.02e-15,1.41e-21,1.32e-08,5.31e-22,0.894,4.94e-16,7850000.0,0.0147,1.03,3.56e-08,0.378,0.9,1.39e-08,14.5,1.2e-08
2.64e-09,2.74e-15,3.1600000000000003e-21,1.62e-08,1.19e-21,0.888,4.94e-16,5110000.0,0.0319,1.07,3.56e-08,0.378,0.9,1.39e-08,14.5,2.3e-08
2.51e-09,6.29e-15,1.4e-20,1.92e-08,5.3100000000000005e-21,0.879,4.94e-16,2110000.0,0.0543,1.12,3.56e-08,0.378,0.9,1.39e-08,14.5,3.4e-08
2.45e-09,1.89e-14,9.01e-20,2.21e-08,3.4e-20,0.87,4.94e-16,685000.0,0.0803,1.19,3.56e-08,0.378,0.9,1.39e-08,14.5,4.5e-08
2.41e-09,6.45e-14,6.93e-19,2.51e-08,2.62e-19,0.859,4.94e-16,198000.0,0.108,1.28,3.56e-08,0.378,0.9,1.39e-08,14.5,5.6e-08
2.38e-09,2.29e-13,5.68e-18,2.81e-08,2.14e-18,0.848,4.94e-16,55100.0,0.137,1.38,3.56e-08,0.378,0.9,1.39e-08,14.5,6.7e-08
2.45e-09,6.9e-16,3.14e-21,2.2e-08,1.19e-21,0.97,4.94e-16,18800000.0,0.079,1.19,3.56e-08,0.378,1.0,1.39e-08,3.9,1.2e-08
3e-09,4.75e-17,3.62e-26,1.32e-08,1.37e-26,0.994,4.94e-16,334000000.0,0.0147,1.03,3.56e-08,0.378,1.0,1.39e-08,14.5,1.2e-08
2.64e-09,7.34e-17,6.319999999999999e-23,1.62e-08,2.39e-23,0.988,4.94e-16,190000000.0,0.0319,1.07,3.56e-08,0.378,1.0,1.39e-08,14.5,2.3e-08
2.51e-09,2.01e-16,4.47e-22,1.92e-08,1.69e-22,0.979,4.94e-16,66200000.0,0.0543,1.12,3.56e-08,0.378,1.0,1.39e-08,14.5,3.4e-08
2.45e-09,7.38e-16,3.51e-21,2.21e-08,1.32e-21,0.97,4.94e-16,17600000.0,0.0803,1.19,3.56e-08,0.378,1.0,1.39e-08,14.5,4.5e-08
2.41e-09,3.12e-15,3.36e-20,2.51e-08,1.27e-20,0.959,4.94e-16,4080000.0,0.108,1.28,3.56e-08,0.378,1.0,1.39e-08,14.5,5.6e-08
2.38e-09,1.38e-14,3.43e-19,2.81e-08,1.3e-19,0.948,4.94e-16,913000.0,0.137,1.38,3.56e-08,0.378,1.0,1.39e-08,14.5,6.7e-08
2.51e-09,6.41e-18,2.64e-39,1.92e-08,9.96e-40,1.08,4.94e-16,2070000000.0,0.0543,1.12,3.56e-08,0.378,1.1,1.39e-08,14.5,3.4e-08
2.45e-09,2.88e-17,1.43e-22,2.21e-08,5.409999999999999e-23,1.07,4.94e-16,450000000.0,0.0803,1.19,3.56e-08,0.378,1.1,1.39e-08,14.5,4.5e-08
2.41e-09,1.51e-16,1.6300000000000001e-21,2.51e-08,6.15e-22,1.06,4.94e-16,84400000.0,0.108,1.28,3.56e-08,0.378,1.1,1.39e-08,14.5,5.6e-08
2.38e-09,8.34e-16,2.07e-20,2.81e-08,7.83e-21,1.05,4.94e-16,15100000.0,0.137,1.38,3.56e-08,0.378,1.1,1.39e-08,14.5,6.7e-08
5.3e-09,5.33e-07,5.82e-14,2.2e-08,3.23e-14,0.456,4.94e-16,0.0358,0.079,1.19,3.56e-08,0.556,0.5,1.39e-08,3.9,1.2e-08
5.71e-09,7.75e-07,7.51e-15,1.62e-08,4.17e-15,0.482,4.94e-16,0.0265,0.0319,1.07,3.56e-08,0.556,0.5,1.39e-08,14.5,2.3e-08
5.43e-09,6.06e-07,1.89e-14,1.92e-08,1.05e-14,0.47,4.94e-16,0.0323,0.0543,1.12,3.56e-08,0.556,0.5,1.39e-08,14.5,3.4e-08
5.29e-09,5.3e-07,6.19e-14,2.21e-08,3.44e-14,0.455,4.94e-16,0.0359,0.0803,1.19,3.56e-08,0.556,0.5,1.39e-08,14.5,4.5e-08
5.21e-09,4.89e-07,2.27e-13,2.51e-08,1.26e-13,0.44,4.94e-16,0.0383,0.108,1.28,3.56e-08,0.556,0.5,1.39e-08,14.5,5.6e-08
5.3e-09,1.11e-07,2.25e-15,2.2e-08,1.25e-15,0.556,4.94e-16,0.171,0.079,1.19,3.56e-08,0.556,0.6,1.39e-08,3.9,1.2e-08
5.71e-09,9.18e-08,2.02e-16,1.62e-08,1.12e-16,0.582,4.94e-16,0.224,0.0319,1.07,3.56e-08,0.556,0.6,1.39e-08,14.5,2.3e-08
5.43e-09,9.63e-08,6.03e-16,1.92e-08,3.35e-16,0.57,4.94e-16,0.203,0.0543,1.12,3.56e-08,0.556,0.6,1.39e-08,14.5,3.4e-08
5.29e-09,1.12e-07,2.41e-15,2.21e-08,1.34e-15,0.555,4.94e-16,0.17,0.0803,1.19,3.56e-08,0.556,0.6,1.39e-08,14.5,4.5e-08
