Edynamic,Ieff,Ioff,Lscale,Pstatic,V_th_eff,area,delay,delta,n0,L,V_dd,V_th,W,k_gate,tox
1.89e-08,1.45e-05,1.04e-17,1.19e-08,1.45e-17,0.906,1.66e-16,0.00186,0.138,1.38,1.5e-08,1.4,1.1,1.11e-08,14.5,7.07e-09
2.32e-08,2.35e-05,2.16e-18,1.11e-08,3.02e-18,0.932,1.66e-16,0.00141,0.12,1.32,1.5e-08,1.4,1.1,1.11e-08,25.0,7.07e-09
1.41e-07,0.000608,92.3,1.02e-08,166.0,0.0231,1.66e-16,0.000258,0.0983,1.24,1.5e-08,1.8,0.2,1.11e-08,25.0,1e-09
6.63e-08,0.000235,2.23e-06,1.04e-08,4.02e-06,0.0126,1.66e-16,0.000314,0.104,1.26,1.5e-08,1.8,0.2,1.11e-08,25.0,2.66e-09
6.63e-08,0.000206,3e-09,1.04e-08,5.39e-09,0.238,1.66e-16,0.000359,0.104,1.26,1.5e-08,1.8,0.425,1.11e-08,25.0,2.66e-09
6.63e-08,0.000176,3.08e-12,1.04e-08,5.54e-12,0.463,1.66e-16,0.000419,0.104,1.26,1.5e-08,1.8,0.65,1.11e-08,25.0,2.66e-09
4.74e-08,8.63e-05,3.9e-15,1.07e-08,7.01e-15,0.675,1.66e-16,0.00061,0.111,1.29,1.5e-08,1.8,0.875,1.11e-08,14.5,2.66e-09
6.63e-08,0.000146,3.14e-15,1.04e-08,5.65e-15,0.688,1.66e-16,0.000504,0.104,1.26,1.5e-08,1.8,0.875,1.11e-08,25.0,2.66e-09
6.63e-08,0.000117,3.2e-18,1.04e-08,5.76e-18,0.913,1.66e-16,0.000631,0.104,1.26,1.5e-08,1.8,1.1,1.11e-08,25.0,2.66e-09
4.74e-08,6.91e-05,4.48e-18,1.07e-08,8.06e-18,0.9,1.66e-16,0.000763,0.111,1.29,1.5e-08,1.8,1.1,1.11e-08,14.5,2.66e-09
3.84e-08,4.61e-05,8.82e-18,1.11e-08,1.59e-17,0.884,1.66e-16,0.000925,0.12,1.32,1.5e-08,1.8,1.1,1.11e-08,25.0,7.07e-09
4.73e-10,1.86e-06,9.12e-09,1.1e-08,1.82e-09,0.177,1.5e-16,0.00254,0.117,1.31,1.5e-08,0.2,0.2,1e-08,3.9,1e-09
1.03e-09,6.18e-06,2.28e-08,1.03e-08,4.57e-09,0.18,1.5e-16,0.00167,0.101,1.25,1.5e-08,0.2,0.2,1e-08,14.5,1e-09
1.59e-09,1.04e-05,3.68e-08,1.02e-08,7.36e-09,0.18,1.5e-16,0.00153,0.0983,1.24,1.5e-08,0.2,0.2,1e-08,25.0,1e-09
5.54e-10,2.49e-06,1.1e-08,1.07e-08,2.19e-09,0.178,1.5e-16,0.00222,0.111,1.29,1.5e-08,0.2,0.2,1e-08,14.5,2.66e-09
7.65e-10,4.12e-06,1.61e-08,1.04e-08,3.22e-09,0.179,1.5e-16,0.00186,0.104,1.26,1.5e-08,0.2,0.2,1e-08,25.0,2.66e-09
3.74e-10,1.09e-06,7.64e-09,1.19e-08,1.53e-09,0.172,1.5e-16,0.00342,0.138,1.38,1.5e-08,0.2,0.2,1e-08,14.5,7.07e-09
4.53e-10,1.71e-06,8.73e-09,1.11e-08,1.75e-09,0.176,1.5e-16,0.00265,0.12,1.32,1.5e-08,0.2,0.2,1e-08,25.0,7.07e-09
1.03e-09,1.06e-08,2.21e-11,1.03e-08,4.42e-12,0.405,1.5e-16,0.977,0.101,1.25,1.5e-08,0.2,0.425,1e-08,14.5,1e-09
1.59e-09,1.7e-08,3.41e-11,1.02e-08,6.82e-12,0.405,1.5e-16,0.94,0.0983,1.24,1.5e-08,0.2,0.425,1e-08,25.0,1e-09
5.54e-10,5.17e-09,1.27e-11,1.07e-08,2.53e-12,0.403,1.5e-16,1.07,0.111,1.29,1.5e-08,0.2,0.425,1e-08,14.5,2.66e-09
3.74e-10,3.8e-09,1.42e-11,1.19e-08,2.84e-12,0.397,1.5e-16,0.984,0.138,1.38,1.5e-08,0.2,0.425,1e-08,14.5,7.07e-09
4.53e-10,4.19e-09,1.18e-11,1.11e-08,2.35e-12,0.401,1.5e-16,1.08,0.12,1.32,1.5e-08,0.2,0.425,1e-08,25.0,7.07e-09
3.74e-10,7.06e-12,2.63e-14,1.19e-08,5.27e-15,0.622,1.5e-16,530.0,0.138,1.38,1.5e-08,0.2,0.65,1e-08,14.5,7.07e-09
4.53e-10,5.64e-12,1.58e-14,1.11e-08,3.16e-15,0.626,1.5e-16,804.0,0.12,1.32,1.5e-08,0.2,0.65,1e-08,25.0,7.07e-09
9.3e-09,8.36e-05,7.91e-08,1.03e-08,4.74e-08,0.139,1.5e-16,0.000371,0.101,1.25,1.5e-08,0.6,0.2,1e-08,14.5,1e-09
4.26e-09,2.36e-05,3.64e-08,1.1e-08,2.18e-08,0.13,1.5e-16,0.000602,0.117,1.31,1.5e-08,0.6,0.2,1e-08,3.9,1e-09
1.43e-08,0.000142,1.24e-07,1.02e-08,7.47e-08,0.141,1.5e-16,0.000337,0.0983,1.24,1.5e-08,0.6,0.2,1e-08,25.0,1e-09
6.89e-09,5.51e-05,5.74e-08,1.04e-08,3.44e-08,0.138,1.5e-16,0.000417,0.104,1.26,1.5e-08,0.6,0.2,1e-08,25.0,2.66e-09
3.37e-09,1.28e-05,3.54e-08,1.19e-08,2.12e-08,0.117,1.5e-16,0.000874,0.138,1.38,1.5e-08,0.6,0.2,1e-08,14.5,7.07e-09
4.08e-09,2.15e-05,3.54e-08,1.11e-08,2.12e-08,0.128,1.5e-16,0.000634,0.12,1.32,1.5e-08,0.6,0.2,1e-08,25.0,7.07e-09
4.99e-09,3.24e-05,4.14e-08,1.07e-08,2.48e-08,0.133,1.5e-16,0.000514,0.111,1.29,1.5e-08,0.6,0.2,1e-08,14.5,2.66e-09
4.26e-09,1.23e-05,4.74e-11,1.1e-08,2.84e-11,0.355,1.5e-16,0.00115,0.117,1.31,1.5e-08,0.6,0.425,1e-08,3.9,1e-09
1.43e-08,7.25e-05,1.16e-10,1.02e-08,6.94e-11,0.366,1.5e-16,0.00066,0.0983,1.24,1.5e-08,0.6,0.425,1e-08,25.0,1e-09
9.3e-09,4.28e-05,7.69e-11,1.03e-08,4.61e-11,0.364,1.5e-16,0.000725,0.101,1.25,1.5e-08,0.6,0.425,1e-08,14.5,1e-09
4.99e-09,1.68e-05,4.82e-11,1.07e-08,2.89e-11,0.358,1.5e-16,0.000992,0.111,1.29,1.5e-08,0.6,0.425,1e-08,14.5,2.66e-09
6.89e-09,2.83e-05,5.92e-11,1.04e-08,3.55e-11,0.363,1.5e-16,0.000812,0.104,1.26,1.5e-08,0.6,0.425,1e-08,25.0,2.66e-09
3.37e-09,6.86e-06,6.68e-11,1.19e-08,4.01e-11,0.342,1.5e-16,0.00164,0.138,1.38,1.5e-08,0.6,0.425,1e-08,14.5,7.07e-09
4.08e-09,1.12e-05,4.81e-11,1.11e-08,2.89e-11,0.353,1.5e-16,0.00121,0.12,1.32,1.5e-08,0.6,0.425,1e-08,25.0,7.07e-09
4.26e-09,1.76e-06,6.11e-14,1.1e-08,3.66e-14,0.58,1.5e-16,0.00805,0.117,1.31,1.5e-08,0.6,0.65,1e-08,3.9,1e-09
9.3e-09,5.11e-06,7.43e-14,1.03e-08,4.46e-14,0.589,1.5e-16,0.00607,0.101,1.25,1.5e-08,0.6,0.65,1e-08,14.5,1e-09
4.99e-09,2.25e-06,5.55e-14,1.07e-08,3.33e-14,0.583,1.5e-16,0.0074,0.111,1.29,1.5e-08,0.6,0.65,1e-08,14.5,2.66e-09
4.08e-09,1.65e-06,6.46e-14,1.11e-08,3.88e-14,0.578,1.5e-16,0.00825,0.12,1.32,1.5e-08,0.6,0.65,1e-08,25.0,7.07e-09
6.89e-09,3.51e-06,6.05e-14,1.04e-08,3.63e-14,0.588,1.5e-16,0.00654,0.104,1.26,1.5e-08,0.6,0.65,1e-08,25.0,2.66e-09
3.37e-09,1.19e-06,1.24e-13,1.19e-08,7.43e-14,0.567,1.5e-16,0.00939,0.138,1.38,1.5e-08,0.6,0.65,1e-08,14.5,7.07e-09
4.99e-09,4.38e-09,6.4e-17,1.07e-08,3.84e-17,0.808,1.5e-16,3.8,0.111,1.29,1.5e-08,0.6,0.875,1e-08,14.5,2.66e-09
6.89e-09,5.82e-09,6.19e-17,1.04e-08,3.71e-17,0.813,1.5e-16,3.94,0.104,1.26,1.5e-08,0.6,0.875,1e-08,25.0,2.66e-09
3.37e-09,4.42e-09,2.29e-16,1.19e-08,1.38e-16,0.792,1.5e-16,2.54,0.138,1.38,1.5e-08,0.6,0.875,1e-08,14.5,7.07e-09
4.08e-09,3.95e-09,8.69e-17,1.11e-08,5.21e-17,0.803,1.5e-16,3.45,0.12,1.32,1.5e-08,0.6,0.875,1e-08,25.0,7.07e-09
3.37e-09,8.2e-12,4.25e-19,1.19e-08,2.55e-19,1.02,1.5e-16,1370.0,0.138,1.38,1.5e-08,0.6,1.1,1e-08,14.5,7.07e-09
4.08e-09,5.31e-12,1.17e-19,1.11e-08,7.01e-20,1.03,1.5e-16,2560.0,0.12,1.32,1.5e-08,0.6,1.1,1e-08,25.0,7.07e-09
2.58e-08,0.000164,0.000785,1.03e-08,0.000785,0.0992,1.5e-16,0.000316,0.101,1.25,1.5e-08,1.0,0.2,1e-08,14.5,1e-09
3.98e-08,0.000278,0.000743,1.02e-08,0.000743,0.102,1.5e-16,0.000287,0.0983,1.24,1.5e-08,1.0,0.2,1e-08,25.0,1e-09
1.91e-08,8.09e-05,2.12e-10,1.04e-08,2.12e-10,0.321,1.5e-16,0.000474,0.104,1.26,1.5e-08,1.0,0.425,1e-08,25.0,2.66e-09
1.13e-08,3.16e-05,1.97e-10,1.11e-08,1.97e-10,0.305,1.5e-16,0.000718,0.12,1.32,1.5e-08,1.0,0.425,1e-08,25.0,7.07e-09
1.39e-08,4.76e-05,1.83e-10,1.07e-08,1.83e-10,0.314,1.5e-16,0.000583,0.111,1.29,1.5e-08,1.0,0.425,1e-08,14.5,2.66e-09
2.58e-08,8.19e-05,1.87e-11,1.03e-08,1.87e-11,0.549,1.5e-16,0.000632,0.101,1.25,1.5e-08,1.0,0.65,1e-08,14.5,1e-09
1.39e-08,3.2e-05,2.11e-13,1.07e-08,2.11e-13,0.539,1.5e-16,0.000867,0.111,1.29,1.5e-08,1.0,0.65,1e-08,14.5,2.66e-09
9.35e-09,1.3e-05,5.81e-13,1.19e-08,5.81e-13,0.512,1.5e-16,0.00144,0.138,1.38,1.5e-08,1.0,0.65,1e-08,14.5,7.07e-09
1.13e-08,2.14e-05,2.64e-13,1.11e-08,2.64e-13,0.53,1.5e-16,0.00106,0.12,1.32,1.5e-08,1.0,0.65,1e-08,25.0,7.07e-09
1.91e-08,5.41e-05,2.16e-13,1.04e-08,2.16e-13,0.546,1.5e-16,0.000708,0.104,1.26,1.5e-08,1.0,0.65,1e-08,25.0,2.66e-09
2.58e-08,4.1e-05,2.49e-16,1.03e-08,2.49e-16,0.774,1.5e-16,0.00126,0.101,1.25,1.5e-08,1.0,0.875,1e-08,14.5,1e-09
1.91e-08,2.73e-05,2.21e-16,1.04e-08,2.21e-16,0.771,1.5e-16,0.0014,0.104,1.26,1.5e-08,1.0,0.875,1e-08,25.0,2.66e-09
1.13e-08,1.11e-05,3.55e-16,1.11e-08,3.55e-16,0.755,1.5e-16,0.00204,0.12,1.32,1.5e-08,1.0,0.875,1e-08,25.0,7.07e-09
9.35e-09,7e-06,1.08e-15,1.19e-08,1.08e-15,0.737,1.5e-16,0.00267,0.138,1.38,1.5e-08,1.0,0.875,1e-08,14.5,7.07e-09
1.18e-08,1.67e-06,4.07e-19,1.1e-08,4.07e-19,0.983,1.5e-16,0.0142,0.117,1.31,1.5e-08,1.0,1.1,1e-08,3.9,1e-09
3.98e-08,6.66e-06,3.1e-19,1.02e-08,3.1e-19,1.0,1.5e-16,0.012,0.0983,1.24,1.5e-08,1.0,1.1,1e-08,25.0,1e-09
2.58e-08,4.16e-06,2.41e-19,1.03e-08,2.41e-19,0.999,1.5e-16,0.0124,0.101,1.25,1.5e-08,1.0,1.1,1e-08,14.5,1e-09
1.39e-08,2.01e-06,2.8e-19,1.07e-08,2.8e-19,0.989,1.5e-16,0.0138,0.111,1.29,1.5e-08,1.0,1.1,1e-08,14.5,2.66e-09
1.91e-08,2.95e-06,2.26e-19,1.04e-08,2.26e-19,0.996,1.5e-16,0.013,0.104,1.26,1.5e-08,1.0,1.1,1e-08,25.0,2.66e-09
9.35e-09,1.3e-06,1.99e-18,1.19e-08,1.99e-18,0.962,1.5e-16,0.0144,0.138,1.38,1.5e-08,1.0,1.1,1e-08,14.5,7.07e-09
1.18e-08,1.21e-05,3.16e-16,1.1e-08,3.16e-16,0.758,1.5e-16,0.00195,0.117,1.31,1.5e-08,1.0,0.875,1e-08,3.9,1e-09
1.13e-08,1.59e-06,4.77e-19,1.11e-08,4.77e-19,0.98,1.5e-16,0.0143,0.12,1.32,1.5e-08,1.0,1.1,1e-08,25.0,7.07e-09
1.39e-08,1.64e-05,2.43e-16,1.07e-08,2.43e-16,0.764,1.5e-16,0.00169,0.111,1.29,1.5e-08,1.0,0.875,1e-08,14.5,2.66e-09
7.81e-08,0.000415,0.928,1.02e-08,1.3,0.0624,1.5e-16,0.00027,0.0983,1.24,1.5e-08,1.4,0.2,1e-08,25.0,1e-09
3.75e-08,0.00016,6.77e-07,1.04e-08,9.48e-07,0.0543,1.5e-16,0.000335,0.104,1.26,1.5e-08,1.4,0.2,1e-08,25.0,2.66e-09
3.75e-08,0.000133,7.57e-10,1.04e-08,1.06e-09,0.279,1.5e-16,0.000402,0.104,1.26,1.5e-08,1.4,0.425,1e-08,25.0,2.66e-09
2.72e-08,6.28e-05,8.02e-13,1.07e-08,1.12e-12,0.495,1.5e-16,0.000618,0.111,1.29,1.5e-08,1.4,0.65,1e-08,14.5,2.66e-09
3.75e-08,0.000107,7.74e-13,1.04e-08,1.08e-12,0.504,1.5e-16,0.000503,0.104,1.26,1.5e-08,1.4,0.65,1e-08,25.0,2.66e-09
2.72e-08,4.72e-05,9.24e-16,1.07e-08,1.29e-15,0.72,1.5e-16,0.000822,0.111,1.29,1.5e-08,1.4,0.875,1e-08,14.5,2.66e-09
1.83e-08,1.91e-05,5.05e-15,1.19e-08,7.08e-15,0.681,1.5e-16,0.00137,0.138,1.38,1.5e-08,1.4,0.875,1e-08,14.5,7.07e-09
2.22e-08,3.15e-05,1.45e-15,1.11e-08,2.03e-15,0.707,1.5e-16,0.00101,0.12,1.32,1.5e-08,1.4,0.875,1e-08,25.0,7.07e-09
3.75e-08,7.99e-05,7.92e-16,1.04e-08,1.11e-15,0.729,1.5e-16,0.000671,0.104,1.26,1.5e-08,1.4,0.875,1e-08,25.0,2.66e-09
2.72e-08,3.16e-05,1.07e-18,1.07e-08,1.49e-18,0.945,1.5e-16,0.00123,0.111,1.29,1.5e-08,1.4,1.1,1e-08,14.5,2.66e-09
3.75e-08,5.31e-05,8.1e-19,1.04e-08,1.13e-18,0.954,1.5e-16,0.00101,0.104,1.26,1.5e-08,1.4,1.1,1e-08,25.0,2.66e-09
2.22e-08,2.13e-05,1.95e-18,1.11e-08,2.73e-18,0.932,1.5e-16,0.00149,0.12,1.32,1.5e-08,1.4,1.1,1e-08,25.0,7.07e-09
1.83e-08,1.31e-05,9.36e-18,1.19e-08,1.31e-17,0.906,1.5e-16,0.002,0.138,1.38,1.5e-08,1.4,1.1,1e-08,14.5,7.07e-09
1.29e-07,0.000551,83.4,1.02e-08,150.0,0.0231,1.5e-16,0.000261,0.0983,1.24,1.5e-08,1.8,0.2,1e-08,25.0,1e-09
6.2e-08,0.000213,2.02e-06,1.04e-08,3.63e-06,0.0126,1.5e-16,0.000324,0.104,1.26,1.5e-08,1.8,0.2,1e-08,25.0,2.66e-09
6.2e-08,0.000186,2.71e-09,1.04e-08,4.88e-09,0.238,1.5e-16,0.000371,0.104,1.26,1.5e-08,1.8,0.425,1e-08,25.0,2.66e-09
6.2e-08,0.000159,2.78e-12,1.04e-08,5.01e-12,0.463,1.5e-16,0.000433,0.104,1.26,1.5e-08,1.8,0.65,1e-08,25.0,2.66e-09
4.49e-08,7.81e-05,3.52e-15,1.07e-08,6.34e-15,0.675,1.5e-16,0.000639,0.111,1.29,1.5e-08,1.8,0.875,1e-08,14.5,2.66e-09
6.2e-08,0.000132,2.84e-15,1.04e-08,5.11e-15,0.688,1.5e-16,0.00052,0.104,1.26,1.5e-08,1.8,0.875,1e-08,25.0,2.66e-09
3.67e-08,5.19e-05,5.93e-15,1.11e-08,1.07e-14,0.659,1.5e-16,0.000787,0.12,1.32,1.5e-08,1.8,0.875,1e-08,25.0,7.07e-09
4.49e-08,6.24e-05,4.05e-18,1.07e-08,7.29e-18,0.9,1.5e-16,0.000799,0.111,1.29,1.5e-08,1.8,1.1,1e-08,14.5,2.66e-09
6.2e-08,0.000106,2.9e-18,1.04e-08,5.21e-18,0.913,1.5e-16,0.000652,0.104,1.26,1.5e-08,1.8,1.1,1e-08,25.0,2.66e-09
3.67e-08,4.16e-05,7.97e-18,1.11e-08,1.44e-17,0.884,1.5e-16,0.00098,0.12,1.32,1.5e-08,1.8,1.1,1e-08,25.0,7.07e-09
2.71e-09,4.98e-06,3.94e-09,1.03e-08,7.87e-10,0.198,4.3e-16,0.00544,0.0125,1.03,2.87e-08,0.2,0.2,1.5e-08,14.5,1e-09
1.1e-09,1.41e-06,1.2e-09,1.1e-08,2.39e-10,0.197,4.3e-16,0.00783,0.0167,1.03,2.87e-08,0.2,0.2,1.5e-08,3.9,1e-09
7.31e-10,5.78e-07,6.06e-10,1.27e-08,1.21e-10,0.194,4.3e-16,0.0126,0.0285,1.06,2.87e-08,0.2,0.2,1.5e-08,3.9,2.66e-09
1.34e-09,1.93e-06,1.6e-09,1.07e-08,3.19e-10,0.197,4.3e-16,0.00691,0.015,1.03,2.87e-08,0.2,0.2,1.5e-08,14.5,2.66e-09
1.94e-09,3.28e-06,2.63e-09,1.04e-08,5.26e-10,0.197,4.3e-16,0.00591,0.0133,1.03,2.87e-08,0.2,0.2,1.5e-08,25.0,2.66e-09
5.92e-10,2.88e-07,6.41e-10,1.71e-08,1.28e-10,0.186,4.3e-16,0.0206,0.0715,1.17,2.87e-08,0.2,0.2,1.5e-08,3.9,7.07e-09
8.19e-10,7.73e-07,7.32e-10,1.19e-08,1.46e-10,0.195,4.3e-16,0.0106,0.0228,1.05,2.87e-08,0.2,0.2,1.5e-08,14.5,7.07e-09
1.05e-09,1.28e-06,1.1e-09,1.11e-08,2.21e-10,0.197,4.3e-16,0.00816,0.0173,1.04,2.87e-08,0.2,0.2,1.5e-08,25.0,7.07e-09
7.1e-10,5.32e-07,5.8e-10,1.29e-08,1.16e-10,0.194,4.3e-16,0.0133,0.0308,1.07,2.87e-08,0.2,0.2,1.5e-08,25.0,1.88e-08
5.52e-10,2.26e-07,1.83e-09,2.35e-08,3.66e-10,0.171,4.3e-16,0.0244,0.147,1.42,2.87e-08,0.2,0.2,1.5e-08,14.5,5e-08
5.84e-10,2.74e-07,7.02e-10,1.78e-08,1.4e-10,0.184,4.3e-16,0.0213,0.0797,1.19,2.87e-08,0.2,0.2,1.5e-08,25.0,5e-08
2.71e-09,1.53e-09,8.82e-13,1.03e-08,1.76e-13,0.423,4.3e-16,17.6,0.0125,1.03,2.87e-08,0.2,0.425,1.5e-08,14.5,1e-09
7.31e-10,2.44e-10,1.67e-13,1.27e-08,3.33e-14,0.419,4.3e-16,30.0,0.0285,1.06,2.87e-08,0.2,0.425,1.5e-08,3.9,2.66e-09
1.34e-09,6.25e-10,3.47e-13,1.07e-08,6.93e-14,0.422,4.3e-16,21.4,0.015,1.03,2.87e-08,0.2,0.425,1.5e-08,14.5,2.66e-09
8.19e-10,2.91e-10,1.82e-13,1.19e-08,3.64e-14,0.42,4.3e-16,28.1,0.0228,1.05,2.87e-08,0.2,0.425,1.5e-08,14.5,7.07e-09
5.92e-10,2.8e-10,3.72e-13,1.71e-08,7.45e-14,0.411,4.3e-16,21.1,0.0715,1.17,2.87e-08,0.2,0.425,1.5e-08,3.9,7.07e-09
1.05e-09,4.34e-10,2.5e-13,1.11e-08,4.99e-14,0.422,4.3e-16,24.1,0.0173,1.04,2.87e-08,0.2,0.425,1.5e-08,25.0,7.07e-09
6.25e-10,2.27e-10,2.18e-13,1.51e-08,4.36e-14,0.415,4.3e-16,27.5,0.0505,1.11,2.87e-08,0.2,0.425,1.5e-08,14.5,1.88e-08
7.1e-10,2.34e-10,1.66e-13,1.29e-08,3.32e-14,0.419,4.3e-16,30.3,0.0308,1.07,2.87e-08,0.2,0.425,1.5e-08,25.0,1.88e-08
5.52e-10,9.27e-10,3.98e-12,2.35e-08,7.95e-13,0.396,4.3e-16,5.95,0.147,1.42,2.87e-08,0.2,0.425,1.5e-08,14.5,5e-08
5.84e-10,3.12e-10,4.71e-13,1.78e-08,9.41e-14,0.409,4.3e-16,18.7,0.0797,1.19,2.87e-08,0.2,0.425,1.5e-08,25.0,5e-08
6.25e-10,3.52e-07,5.41e-10,1.51e-08,1.08e-10,0.19,4.3e-16,0.0178,0.0505,1.11,2.87e-08,0.2,0.2,1.5e-08,14.5,1.88e-08
1.1e-09,4.71e-10,3.18e-13,1.1e-08,6.36e-14,0.422,4.3e-16,23.4,0.0167,1.03,2.87e-08,0.2,0.425,1.5e-08,3.9,1e-09
5.92e-10,1.63e-13,2.16e-16,1.71e-08,4.32e-17,0.636,4.3e-16,36400.0,0.0715,1.17,2.87e-08,0.2,0.65,1.5e-08,3.9,7.07e-09
6.25e-10,9.14e-14,8.77e-17,1.51e-08,1.75e-17,0.64,4.3e-16,68300.0,0.0505,1.11,2.87e-08,0.2,0.65,1.5e-08,14.5,1.88e-08
7.1e-10,6.7e-14,4.74e-17,1.29e-08,9.48e-18,0.644,4.3e-16,106000.0,0.0308,1.07,2.87e-08,0.2,0.65,1.5e-08,25.0,1.88e-08
5.52e-10,2.01e-12,8.6e-15,2.35e-08,1.72e-15,0.621,4.3e-16,2740.0,0.147,1.42,2.87e-08,0.2,0.65,1.5e-08,14.5,5e-08
8.19e-10,7.25e-14,4.53e-17,1.19e-08,9.07e-18,0.645,4.3e-16,113000.0,0.0228,1.05,2.87e-08,0.2,0.65,1.5e-08,14.5,7.07e-09
7.1e-10,1.91e-17,1.36e-20,1.29e-08,2.7100000000000004e-21,0.869,4.3e-16,371000000.0,0.0308,1.07,2.87e-08,0.2,0.875,1.5e-08,25.0,1.88e-08
6.25e-10,3.68e-17,3.52e-20,1.51e-08,7.050000000000001e-21,0.865,4.3e-16,170000000.0,0.0505,1.11,2.87e-08,0.2,0.875,1.5e-08,14.5,1.88e-08
5.52e-10,4.35e-15,1.86e-17,2.35e-08,3.72e-18,0.846,4.3e-16,1270000.0,0.147,1.42,2.87e-08,0.2,0.875,1.5e-08,14.5,5e-08
5.84e-10,1.4e-16,2.11e-19,1.78e-08,4.21e-20,0.859,4.3e-16,41800000.0,0.0797,1.19,2.87e-08,0.2,0.875,1.5e-08,25.0,5e-08
5.84e-10,2.09e-13,3.15e-16,1.78e-08,6.3e-17,0.634,4.3e-16,27900.0,0.0797,1.19,2.87e-08,0.2,0.65,1.5e-08,25.0,5e-08
6.39e-09,4.64e-06,2.61e-13,1.29e-08,1.57e-13,0.407,4.3e-16,0.00459,0.0308,1.07,2.87e-08,0.6,0.425,1.5e-08,25.0,1.88e-08
7.37e-09,6.93e-06,2.57e-13,1.19e-08,1.54e-13,0.411,4.3e-16,0.00354,0.0228,1.05,2.87e-08,0.6,0.425,1.5e-08,14.5,7.07e-09
6.58e-09,1.91e-07,6.98e-17,1.27e-08,4.19e-17,0.633,4.3e-16,0.115,0.0285,1.06,2.87e-08,0.6,0.65,1.5e-08,3.9,2.66e-09
5.32e-09,1.76e-07,5.61e-16,1.71e-08,3.37e-16,0.607,4.3e-16,0.101,0.0715,1.17,2.87e-08,0.6,0.65,1.5e-08,3.9,7.07e-09
6.58e-09,5.08e-06,2.54e-13,1.27e-08,1.52e-13,0.408,4.3e-16,0.00432,0.0285,1.06,2.87e-08,0.6,0.425,1.5e-08,3.9,2.66e-09
5.62e-09,1.63e-07,1.78e-16,1.51e-08,1.07e-16,0.62,4.3e-16,0.115,0.0505,1.11,2.87e-08,0.6,0.65,1.5e-08,14.5,1.88e-08
4.96e-09,2.61e-07,4.31e-14,2.35e-08,2.58e-14,0.562,4.3e-16,0.0634,0.147,1.42,2.87e-08,0.6,0.65,1.5e-08,14.5,5e-08
5.25e-09,1.84e-07,8.93e-16,1.78e-08,5.36e-16,0.602,4.3e-16,0.0951,0.0797,1.19,2.87e-08,0.6,0.65,1.5e-08,25.0,5e-08
6.58e-09,6.01e-11,1.92e-20,1.27e-08,1.15e-20,0.858,4.3e-16,365.0,0.0285,1.06,2.87e-08,0.6,0.875,1.5e-08,3.9,2.66e-09
1.2e-08,1.21e-10,2.07e-20,1.07e-08,1.24e-20,0.866,4.3e-16,331.0,0.015,1.03,2.87e-08,0.6,0.875,1.5e-08,14.5,2.66e-09
6.39e-09,1.83e-07,7.45e-17,1.29e-08,4.47e-17,0.632,4.3e-16,0.117,0.0308,1.07,2.87e-08,0.6,0.65,1.5e-08,25.0,1.88e-08
7.37e-09,2.32e-07,6.39e-17,1.19e-08,3.83e-17,0.636,4.3e-16,0.106,0.0228,1.05,2.87e-08,0.6,0.65,1.5e-08,14.5,7.07e-09
7.37e-09,6.49e-11,1.59e-20,1.19e-08,9.550000000000001e-21,0.861,4.3e-16,378.0,0.0228,1.05,2.87e-08,0.6,0.875,1.5e-08,14.5,7.07e-09
5.32e-09,1.39e-10,3.26e-19,1.71e-08,1.96e-19,0.832,4.3e-16,128.0,0.0715,1.17,2.87e-08,0.6,0.875,1.5e-08,3.9,7.07e-09
9.41e-09,8.77e-11,1.66e-20,1.11e-08,9.950000000000001e-21,0.865,4.3e-16,358.0,0.0173,1.04,2.87e-08,0.6,0.875,1.5e-08,25.0,7.07e-09
5.62e-09,8.11e-11,7.15e-20,1.51e-08,4.29e-20,0.845,4.3e-16,231.0,0.0505,1.11,2.87e-08,0.6,0.875,1.5e-08,14.5,1.88e-08
6.39e-09,6.01e-11,2.13e-20,1.29e-08,1.28e-20,0.857,4.3e-16,354.0,0.0308,1.07,2.87e-08,0.6,0.875,1.5e-08,25.0,1.88e-08
5.25e-09,1.74e-10,5.97e-19,1.78e-08,3.58e-19,0.827,4.3e-16,100.0,0.0797,1.19,2.87e-08,0.6,0.875,1.5e-08,25.0,5e-08
5.62e-09,3.26e-14,2.1699999999999998e-104,1.51e-08,1.2999999999999999e-104,1.07,4.3e-16,574000.0,0.0505,1.11,2.87e-08,0.6,1.1,1.5e-08,14.5,1.88e-08
5.25e-09,1.17e-13,3.73e-22,1.78e-08,2.2400000000000002e-22,1.05,4.3e-16,150000.0,0.0797,1.19,2.87e-08,0.6,1.1,1.5e-08,25.0,5e-08
5.32e-09,8.06e-14,2.01e-22,1.71e-08,1.21e-22,1.06,4.3e-16,220000.0,0.0715,1.17,2.87e-08,0.6,1.1,1.5e-08,3.9,7.07e-09
1.78e-08,9.13e-06,1.17e-16,1.29e-08,1.17e-16,0.619,4.3e-16,0.00389,0.0308,1.07,2.87e-08,1.0,0.65,1.5e-08,25.0,1.88e-08
1.83e-08,4.06e-06,2.91e-20,1.27e-08,2.91e-20,0.846,4.3e-16,0.009,0.0285,1.06,2.87e-08,1.0,0.875,1.5e-08,3.9,2.66e-09
3.34e-08,1.36e-05,2.59e-20,1.07e-08,2.59e-20,0.86,4.3e-16,0.00491,0.015,1.03,2.87e-08,1.0,0.875,1.5e-08,14.5,2.66e-09
